,Category 1,Category 2,Category 3,Payment_Situation_Payment verified,EX_level_demand,Spent,Connects,Feedback_Num,Hourly_Rate,Applicants_Num,Client_Country
6545,"B2B Marketing,","Social Media and Marketing,",YouTube,1.0,2.0,6.90875477931522,12.0,0.6931471805599453,22.5,18.0,United States
6546,Agile software development,Software Development,"React, Vue.js, Docker, TensorFlow, Python, PHP, Other",0.0,2.0,0.0,8.0,0.0,22.5,13.0,United Kingdom
6548,App development,Web Development,"JavaScript, Python, Django, React",1.0,1.0,0.0,12.0,0.0,12.5,3.0,Japan
6551,Back-end development,Web Development,Node.js,1.0,1.0,0.0,12.0,0.0,12.5,3.0,Japan
6553,E-commerce Platforms,Web Development,"Shopify, Other",0.0,1.0,0.0,2.0,0.0,77.5,13.0,United States
6554,B2b marketing,Web Development,Wix,1.0,1.0,0.0,12.0,0.0,12.5,3.0,Japan
6556,3d design,Web Development,"HTML, CSS",1.0,1.0,6.803505257608338,4.0,1.6094379124341003,25.0,18.0,Canada
6557,API Development,Web Development,"Python, Other",0.0,2.0,0.0,12.0,0.0,27.5,3.0,United States
6560,Web Development,Programming Languages,"PHP, MySQL, HTML, CSS",1.0,1.0,5.303304908059076,12.0,0.6931471805599453,36.0,35.0,United States
6562,API Development,Web Development,"Wix, JavaScript, Other",1.0,2.0,0.0,12.0,0.0,22.0,13.0,Pakistan
6563,Business development,Cloud Platforms,Azure,1.0,2.0,11.51293546492023,12.0,4.812184355372417,13.5,3.0,Costa Rica
6565,App development,Mobile Development,"React Native, GitHub",1.0,2.0,7.601402334583733,12.0,2.4849066497880004,75.0,8.0,United States
6568,Gaming,Programming Languages,Other,0.0,1.0,0.0,8.0,0.0,30.0,13.0,United States
6569,Web Development,Frontend Development,"HTML, CSS, Other",1.0,2.0,7.601402334583733,12.0,1.6094379124341003,20.0,50.0,United Kingdom
6570,Android developer,Mobile Development,"Kotlin, RESTful API, GitHub, Other",0.0,2.0,0.0,2.0,0.0,30.0,3.0,Netherlands
6572,Branding & Marketing,Web Development,"Wix, HTML",1.0,1.0,11.51293546492023,4.0,5.4116460518550396,35.0,8.0,United States
6577,B2b marketing,Social Media and Marketing,"Facebook, Instagram, LinkedIn",1.0,2.0,11.51293546492023,12.0,3.1780538303479458,22.5,35.0,United States
6578,App Development,Cloud Platforms,"Flutter, Other",0.0,2.0,0.0,2.0,0.0,27.5,13.0,United States
6579,Brand Development,Web Development,"HTML, CSS, JavaScript, Other",0.0,0.0,0.0,2.0,0.0,9.0,13.0,Turkey
6581,Business development,Web Development,"Python, Django, AWS, MySQL, Postman",1.0,2.0,8.294299608857235,4.0,2.1972245773362196,26.0,13.0,Australia
6582,Data Analysis and Visualization,Web Development,"Python, SQL, Other",0.0,1.0,0.0,2.0,0.0,40.0,8.0,United States
6585,App development,Web Development,"GitHub, HTML, CSS, JavaScript",1.0,2.0,8.517393171418904,4.0,1.791759469228055,22.5,13.0,Australia
6588,API development,Web Development,"PHP, WordPress",1.0,1.0,0.0,8.0,0.0,36.0,50.0,United States
6591,App Development,Mobile Development,"Firebase, API Development",1.0,2.0,7.601402334583733,12.0,0.6931471805599453,22.5,3.0,United States
6592,App Development,APIs and Integrations,"Node.js, Twilio, Stripe API",1.0,2.0,4.61512051684126,12.0,0.6931471805599453,69.0,8.0,United States
6593,,,Oracle Database,1.0,2.0,11.51293546492023,12.0,5.455321115357702,20.0,8.0,United States
6595,Business Development,Web Development,"Node.js, React, API Development, GIT",1.0,2.0,8.987321812850125,12.0,2.70805020110221,30.0,35.0,United States
6597,CRM and Marketing Tools,Data Engineering,"SQL, Python, ETL, Airflow, Other",0.0,1.0,0.0,8.0,0.0,75.0,50.0,United States
6601,Web Development,Web Development,"HTML, CSS, JavaScript",1.0,2.0,0.0,8.0,0.0,26.0,13.0,United States
6602,Back-end development,Web Development,"Node.js, TypeScript, GraphQL, Stripe API, Github Actions, Git, Other",1.0,2.0,5.707110264748875,4.0,0.0,22.0,35.0,United States
6604,App development,API Development,Other,1.0,1.0,4.394449154672439,12.0,3.295836866004329,27.5,35.0,United States
6605,Ai mobile app development,Artificial Intelligence,Other,1.0,2.0,6.398594934535208,12.0,2.3978952727983707,3.0,3.0,United States
6606,Branding & Marketing,,Other,1.0,2.0,11.51293546492023,4.0,4.2626798770413155,30.5,13.0,Australia
6608,App development,AWS,Other,1.0,1.0,6.90875477931522,12.0,0.0,22.5,8.0,United States
6610,Brand development,Web Development,"Blockchain, Wordpress",1.0,1.0,8.853808274977197,12.0,1.0986122886681098,35.0,50.0,United States
6611,CRM and Marketing Tools,APIs and Integrations,"RESTful API, Other",1.0,2.0,11.51293546492023,12.0,5.3981627015177525,12.0,13.0,United States
6613,App development,Web Development,"JavaScript, Node.js, MongoDB, React, Other",1.0,1.0,5.303304908059076,4.0,1.791759469228055,27.5,8.0,United States
6616,Reverse Engineering,Cybersecurity,"Python, Other",1.0,1.0,8.853808274977197,12.0,1.0986122886681098,37.5,50.0,United States
6618,Web Development,React,Other,1.0,2.0,9.90353755128617,12.0,2.5649493574615367,30.0,3.0,United States
6619,CRM and Marketing Tools,Data Analysis and Visualization,"Stripe API, Python",0.0,2.0,0.0,12.0,0.0,22.5,3.0,United Kingdom
6621,3D Animation,Programming Languages,"C++, Java",1.0,1.0,11.407576060361786,4.0,4.6913478822291435,87.5,8.0,United States
6622,App development,Mobile Development,"Flutter, Firebase, Other",0.0,2.0,0.0,4.0,0.0,7.0,13.0,United States
6623,3d animation,Web Development,"JavaScript, CSS",1.0,2.0,11.51293546492023,12.0,5.3981627015177525,13.5,35.0,United States
6624,Business Development,Data Analysis and Visualization,"SQL, Python",0.0,1.0,0.0,12.0,0.0,35.0,35.0,Pakistan
6625,Branding & marketing,Web Development,"JavaScript, React, Other",1.0,1.0,9.210440366976517,12.0,3.367295829986474,20.0,35.0,United Kingdom
6627,Agile software development,Ruby on Rails,"Heroku, DigitalOcean, Other",1.0,1.0,0.0,8.0,0.0,137.5,18.0,Norway
6628,E-commerce Platforms,Web Development,"PHP, MySQL, Other",0.0,1.0,0.0,12.0,0.0,30.0,35.0,Australia
6630,3D Design,Web Development,"Java, API Development, Other",0.0,1.0,0.0,2.0,0.0,42.5,13.0,Turkey
6631,3d design,Web Development,"RESTful API, HTML, CSS, JavaScript",0.0,2.0,0.0,2.0,0.0,33.0,8.0,China
6632,E-commerce Platforms,Web Development,"Python, JavaScript, HTML, CSS, SQL",1.0,2.0,4.110873864173311,12.0,0.6931471805599453,57.5,8.0,United States
6636,Web Development,PHP,"PHP, MySQL, HTML, CSS, JavaScript",1.0,1.0,9.210440366976517,4.0,3.1354942159291497,20.0,8.0,Indonesia
6637,App Development,Web Development,"PHP, MySQL",1.0,2.0,8.006700845440367,12.0,3.295836866004329,10.0,13.0,United States
6641,Api development,Mobile Development,"Firebase, Other",1.0,1.0,9.90353755128617,12.0,3.4965075614664802,87.5,35.0,Canada
6644,API Development,Web Development,"JavaScript, Node.js, MongoDB, Other",1.0,2.0,3.713572066704308,12.0,0.6931471805599453,10.5,13.0,Canada
6645,Api development,Web Development,WordPress,1.0,2.0,8.699681400989514,12.0,0.0,22.5,35.0,United States
6647,3D Animation,Video Editing,Shopify,1.0,1.0,6.90875477931522,4.0,0.0,36.0,13.0,Hungary
6648,Branding & Marketing,Web Development,"WordPress, CSS, Other",1.0,2.0,0.0,12.0,0.0,20.0,13.0,United States
6650,API development,E-commerce Platforms,"WooCommerce, Other",1.0,2.0,6.803505257608338,4.0,1.9459101490553132,22.5,50.0,United States
6652,Web Development,Web Development,"WordPress, HTML, CSS, JavaScript, PHP",1.0,2.0,4.61512051684126,4.0,0.0,47.5,13.0,United States
6654,CRM development,Salesforce Development,"SQL, JavaScript, Other",0.0,1.0,0.0,12.0,0.0,30.0,18.0,Australia
6655,"E-commerce Platforms,","Mobile Development,","Python, Firebase",1.0,1.0,8.699681400989514,12.0,1.9459101490553132,30.0,8.0,Australia
6656,Brand Development,Web Development,Other,1.0,1.0,10.308985993422082,12.0,1.9459101490553132,75.0,3.0,United States
6658,App development,Web Development,"PHP, AWS, HTML, CSS, JavaScript, Other",0.0,1.0,0.0,12.0,0.0,32.5,13.0,Australia
6662,3D Game Art,Video Editing,Other,1.0,2.0,0.0,12.0,0.0,8.0,3.0,Italy
6665,B2B Marketing,CRM and Marketing Tools,Other,1.0,1.0,8.853808274977197,12.0,2.1972245773362196,75.0,50.0,United States
6666,E-commerce Platforms,CRM and Marketing Tools,Shopify,1.0,1.0,9.210440366976517,12.0,2.772588722239781,15.0,13.0,United Kingdom
6667,3d design,Web Development,Other,1.0,2.0,11.51293546492023,4.0,3.8918202981106265,27.5,18.0,Canada
6668,Data Engineering,ETL,"Glue, Other",1.0,2.0,0.0,12.0,0.0,24.0,18.0,United States
6669,Business development,CRM and Marketing Tools,Salesforce,0.0,1.0,0.0,12.0,0.0,40.0,18.0,Australia
6670,Branding & Marketing,Web Development,"WordPress, Other",0.0,2.0,0.0,8.0,0.0,25.0,8.0,Canada
6671,Branding & Marketing,Web Development,"HTML, CSS, JavaScript, WordPress",1.0,2.0,6.90875477931522,12.0,1.791759469228055,22.5,35.0,United Kingdom
6672,Testing,DevOps and CI/CD,"Heroku, Other",1.0,2.0,9.210440366976517,12.0,3.871201010907891,15.0,13.0,United States
6673,Branding & marketing,Web Development,"Python, CSS, JavaScript, Other",1.0,1.0,6.90875477931522,4.0,0.0,70.0,35.0,United States
6674,Brand development,Web Development,Shopify,1.0,2.0,4.394449154672439,4.0,3.784189633918261,35.0,35.0,United States
6676,Web Development,Web Development,"WordPress, PHP, HTML, CSS, JavaScript, Other",1.0,1.0,4.51085950651685,12.0,0.0,30.0,35.0,United States
6680,RESTful API,WordPress,"Vue.js, Git, Other",1.0,2.0,11.156264806643742,12.0,4.330733340286331,10.5,35.0,United States
6681,Android developer,Mobile Development,Kotlin,0.0,1.0,0.0,12.0,0.0,65.0,35.0,United States
6682,3D Illustration,Gaming,"Java, Other",1.0,1.0,0.0,12.0,0.0,35.0,18.0,United States
6685,Web Development,Web Development,"WordPress, Webflow",0.0,2.0,0.0,8.0,0.0,16.5,8.0,United States
6686,Game Development,Mobile Development,"Android, iOS, Unity",1.0,2.0,6.90875477931522,12.0,1.9459101490553132,32.5,35.0,United States
6687,App development,API Development,"JavaScript, Node.js, MongoDB",1.0,1.0,9.90353755128617,12.0,3.4965075614664802,17.5,18.0,United States
6696,Data Analysis and Visualization,Automation,"Python, SQL, Excel",1.0,2.0,3.4339872044851463,12.0,0.0,22.5,35.0,United States
6699,Web Development,Full-Stack Development,"JavaScript, HTML, CSS, React, Node.js, MongoDB, Angular, Other",1.0,2.0,11.51293546492023,12.0,4.174387269895637,22.5,35.0,United States
6701,B2B Marketing,,Other,1.0,1.0,0.0,8.0,0.0,47.5,35.0,United States
6704,App development,Mobile Development,"React Native, GitHub",1.0,2.0,6.803505257608338,12.0,0.6931471805599453,47.5,18.0,United States
6705,App development,Web Development,Wix,1.0,2.0,4.394449154672439,12.0,2.70805020110221,22.5,35.0,United States
6707,3d design,Web Development,"JavaScript, Other",1.0,2.0,5.993961427306569,4.0,0.6931471805599453,55.0,18.0,United States
6708,Mobile Development,Mobile Development,"iOS, Android, Swift, Kotlin",1.0,2.0,6.90875477931522,12.0,0.6931471805599453,19.0,35.0,United States
6710,Web Development,Troubleshooting,WordPress,0.0,1.0,0.0,8.0,0.0,7.5,8.0,India
6714,Bot development,APIs and Integrations,Other,1.0,2.0,11.51293546492023,4.0,5.484796933490655,22.5,18.0,United States
6715,B2b marketing,Data Analysis and Visualization,Google Analytics,1.0,1.0,0.0,12.0,0.0,77.5,35.0,Mexico
6718,App development,Web Development,"React, Other",1.0,1.0,9.210440366976517,4.0,1.6094379124341003,77.5,8.0,United States
6721,Branding & Marketing,Web Development,"WordPress, Other",1.0,1.0,0.0,12.0,0.0,45.0,35.0,Mexico
6723,E-commerce Platforms,Web Development,"Shopify, JavaScript, HTML, CSS",0.0,2.0,0.0,2.0,0.0,50.0,35.0,United States
6724,Brand Development,Web Development,"WordPress, HTML, CSS, PHP",1.0,2.0,11.002116507732017,12.0,2.302585092994046,25.0,35.0,Poland
6725,3d design,Web Development,Other,1.0,2.0,7.601402334583733,12.0,2.8903717578961645,17.5,13.0,Canada
6728,3d rendering,Web Development,Other,1.0,1.0,0.0,12.0,0.0,45.0,50.0,Mexico
6729,Vulnerability Assessment,Testing,"Python, C#, Other",1.0,1.0,8.294299608857235,4.0,1.791759469228055,32.5,35.0,United States
6730,API development,Web Development,"GitHub, Firebase",0.0,1.0,0.0,8.0,0.0,72.5,35.0,United States
6731,E-commerce Platforms,Web Development,Shopify,1.0,1.0,11.51293546492023,12.0,4.30406509320417,20.0,8.0,New Zealand
6732,App development,Mobile Development,"Android, Java, Kotlin",1.0,2.0,11.51293546492023,12.0,3.784189633918261,22.5,35.0,United States
6734,Blockchain development,"Web Development, API Development","JavaScript, Node.js, MongoDB, React, Blockchain, Ethereum, Bitcoin, Other",0.0,2.0,0.0,2.0,0.0,12.5,13.0,United States
6736,Web Development,React,"GraphQL, Other",0.0,1.0,0.0,12.0,0.0,36.0,35.0,United States
6737,Web Development,Web Development,Webflow,1.0,1.0,9.210440366976517,4.0,4.04305126783455,22.5,35.0,United States
6738,Back-end development,Web Development,"Angular, Other",1.0,1.0,6.90875477931522,12.0,0.6931471805599453,17.5,50.0,Ukraine
6739,Web Development,Web Development,"JavaScript, CSS, Other",1.0,1.0,9.210440366976517,12.0,3.258096538021482,32.5,50.0,Israel
6740,3d design,Web Development,"WordPress, Other",0.0,1.0,0.0,12.0,0.0,45.0,50.0,Sweden
6741,Web Development,Performance Optimization,Other,1.0,2.0,0.0,8.0,0.0,18.5,35.0,United States
6742,Web Development,Web Development,"HTML, CSS, JavaScript",1.0,2.0,9.210440366976517,12.0,4.343805421853684,26.0,35.0,United States
6743,Cloud Platforms,DevOps and CI/CD,"AWS, Other",1.0,2.0,5.303304908059076,12.0,1.3862943611198906,32.5,18.0,United States
6745,API Development,Web Development,"Webflow, Automation Anywhere, Other",0.0,2.0,0.0,2.0,0.0,65.0,18.0,Canada
6748,App development,Web Development,"WordPress, Other",1.0,2.0,7.601402334583733,12.0,1.3862943611198906,11.5,8.0,United States
6750,Brand Development,APIs and Integrations,"Shopify, Stripe API, Other",0.0,2.0,0.0,2.0,0.0,55.0,13.0,United States
6752,Email Marketing,CRM and Marketing Tools,"WordPress, Other",0.0,0.0,0.0,8.0,0.0,15.0,8.0,Spain
6753,App development,Programming Languages,"Python, Django, Flask, SQL, Git",1.0,2.0,9.210440366976517,4.0,3.044522437723423,13.0,8.0,Pakistan
6754,Branding & Marketing,Web Development,"HTML, CSS, JavaScript, Other",1.0,1.0,10.308985993422082,4.0,4.852030263919617,30.0,35.0,United States
6755,B2B marketing,React,Other,1.0,1.0,4.394449154672439,12.0,1.6094379124341003,22.5,35.0,United States
6757,App development,APIs and Integrations,"Python, Other",0.0,2.0,0.0,8.0,0.0,15.0,35.0,United States
6760,3D Modeling and Animation,Programming Languages,"Unity, C#",1.0,1.0,0.0,4.0,0.0,36.0,3.0,United Kingdom
6761,DevOps and CI/CD,Web Development,"MongoDB, React, Node.js, DigitalOcean",1.0,1.0,0.0,12.0,0.0,20.0,3.0,South Korea
6762,Mobile Development,Web Development,"React Native, Swift, Java, Firebase",0.0,2.0,0.0,8.0,0.0,45.0,35.0,Argentina
6763,3D Design,UI/UX Design,Other,1.0,2.0,5.707110264748875,4.0,0.0,17.5,18.0,Canada
6764,CRM and Marketing Tools,Cloud Platforms,Other,1.0,1.0,0.0,4.0,0.0,60.0,50.0,United States
6766,3D Game Art,Unity,Git,1.0,1.0,8.517393171418904,4.0,2.302585092994046,40.0,18.0,Canada
6768,E-commerce Platforms,E-commerce Platforms,"Shopify, WooCommerce",0.0,2.0,0.0,8.0,0.0,17.5,13.0,United States
6769,Api development,Web Development,"Google Cloud Platform, Google APIs, Other",1.0,1.0,0.0,12.0,0.0,36.0,18.0,Brazil
6771,Data Analysis and Visualization,Web Development,"JavaScript, HTML, CSS",1.0,1.0,8.699681400989514,12.0,2.70805020110221,15.0,18.0,United States
6773,Branding & Marketing,Web Development,"HTML, CSS, JavaScript, Other",0.0,2.0,0.0,2.0,0.0,22.5,50.0,United States
6775,Web Development,Web Development,"HTML, CSS, JavaScript, React, Angular, Vue.js, SQL, MySQL, PostgreSQL, Other",1.0,1.0,5.707110264748875,12.0,1.0986122886681098,5.5,8.0,United States
6776,Web Development,Troubleshooting,"WordPress, PHP",0.0,1.0,0.0,12.0,0.0,32.5,18.0,Tanzania
6777,API Development,Mobile Development,"React Native, GitHub",0.0,2.0,0.0,8.0,0.0,22.5,18.0,United States
6780,App development,Mobile Development,"Firebase, Google Analytics",1.0,1.0,11.51293546492023,12.0,3.2188758248682006,75.0,35.0,Canada
6785,Web Development,Web Development,"Squarespace, HTML, CSS, WordPress, JavaScript, Other",1.0,2.0,0.0,12.0,0.0,55.0,35.0,United States
6787,Salesforce,CRM and Marketing Tools,"Salesforce, Other",1.0,0.0,6.90875477931522,4.0,0.6931471805599453,44.0,35.0,United States
6788,App Development,Web Development,"AWS, MongoDB, Node.js, Other",1.0,2.0,6.90875477931522,12.0,1.791759469228055,22.5,35.0,United States
6789,B2b marketing,Cloud Platforms,"Shopify, Other",0.0,2.0,0.0,8.0,0.0,22.5,8.0,United Kingdom
6790,Business Development,Web Development,"Squarespace, Mailchimp, Other",0.0,2.0,0.0,12.0,0.0,36.0,8.0,United States
6791,Business Development,Full Stack Development,"JavaScript, Node.js, React, MongoDB, Firebase",0.0,2.0,0.0,8.0,0.0,47.5,3.0,United States
6792,E-commerce Platforms,API Development,"Shopify, RESTful API, Other",1.0,1.0,3.9318256327243257,12.0,0.6931471805599453,72.5,13.0,United States
6793,App Development,Cloud Platforms,"AWS, Google Cloud Platform, Firebase, Python",0.0,1.0,0.0,8.0,0.0,55.0,35.0,United States
6794,Google Analytics,E-commerce Platforms,"Wix, Google Analytics, Other",1.0,2.0,0.0,4.0,0.0,47.5,35.0,United States
6795,Web Development,Web Development,"HTML, CSS, JavaScript, Bootstrap",1.0,1.0,6.90875477931522,12.0,0.6931471805599453,36.0,35.0,Switzerland
6798,App development,Architecture,Other,0.0,1.0,0.0,4.0,0.0,22.5,13.0,Saudi Arabia
6799,Mobile Development,Web Development,"JavaScript, HTML",0.0,1.0,0.0,8.0,0.0,40.0,35.0,United States
6800,Brand Development,CRM and Marketing Tools,Salesforce Commerce Cloud,1.0,1.0,4.61512051684126,12.0,1.3862943611198906,17.0,3.0,United Kingdom
6801,Web Development,APIs and Integrations,"Node.js, Other",1.0,1.0,5.303304908059076,4.0,1.3862943611198906,12.5,13.0,United States
6804,WordPress Theme Development,Web Development,"PHP, MySQL, CSS, JavaScript, Github, RESTful API, Other",0.0,1.0,0.0,2.0,0.0,75.0,35.0,United States
6805,Automation,,Other,1.0,2.0,8.006700845440367,12.0,1.6094379124341003,45.0,35.0,United States
6806,Branding & marketing,Web Development,"HTML, CSS",1.0,2.0,9.210440366976517,12.0,2.6390573296152584,17.5,50.0,Canada
6807,API development,Data Engineering,"Python, RESTful API",1.0,1.0,8.517393171418904,12.0,2.772588722239781,25.0,18.0,United States
6808,App development,Mobile Development,"Android, Other",1.0,0.0,6.803505257608338,12.0,0.0,6.5,13.0,United States
6811,E-commerce Platforms,Web Development,"Shopify, HTML, CSS, JavaScript, Other",1.0,0.0,9.210440366976517,4.0,4.465908118654584,7.5,8.0,Canada
6812,App development,Web Development,"MySQL, Other",1.0,2.0,4.61512051684126,12.0,0.6931471805599453,20.0,35.0,Netherlands
6815,Web Development,React Native,"JavaScript, GitHub",1.0,2.0,0.0,4.0,0.0,22.5,18.0,United States
6816,App Development,Web Development,"PHP, MySQL",0.0,1.0,0.0,8.0,0.0,75.0,50.0,United States
6818,"Web Development, E-commerce Platforms",Programming Languages,"HTML, CSS, JavaScript, PHP",1.0,1.0,0.0,12.0,0.0,10.0,35.0,New Zealand
6819,Business applications development,Cloud Platforms,"Spring Boot, Other",1.0,2.0,0.0,12.0,0.0,20.0,35.0,United States
6820,App Development,Mobile Development,Other,0.0,1.0,0.0,2.0,0.0,12.5,13.0,United States
6821,App development,Mobile Development,Other,1.0,1.0,8.294299608857235,12.0,3.58351893845611,20.0,8.0,India
6825,App Development,Mobile Development,"Android, Other",1.0,0.0,10.308985993422082,12.0,2.302585092994046,12.5,50.0,United States
6829,Branding & Marketing,Web Development,WordPress,0.0,2.0,0.0,2.0,0.0,12.5,35.0,Germany
6830,Brand Development,Web Development,"WordPress, Other",0.0,2.0,0.0,8.0,0.0,12.5,13.0,United States
6831,E-commerce Platforms,Web Development,"HTML, CSS, JavaScript, PHP, WordPress",1.0,1.0,10.819798284210286,12.0,3.6375861597263857,50.0,50.0,United States
6832,Android developer,Testing,"Java, Kotlin, GitHub",1.0,2.0,7.601402334583733,12.0,3.044522437723423,17.5,8.0,Pakistan
6836,Web Development,Web Development,"HTML, CSS, JavaScript",0.0,2.0,0.0,4.0,0.0,22.5,13.0,Spain
6837,Blockchain development,Data Engineering,"SQL, Other",1.0,2.0,11.407576060361786,4.0,4.1588830833596715,9.0,35.0,United States
6840,Web Development,Version Control,"GitHub, Other",1.0,2.0,5.707110264748875,12.0,1.0986122886681098,32.5,35.0,United States
6841,Algorithm development,Testing,"Python, Other",0.0,1.0,0.0,12.0,0.0,35.0,18.0,United States
6842,Web Development,CSS,HTML,1.0,1.0,9.90353755128617,4.0,2.8903717578961645,87.5,50.0,United States
6843,Back-end development,Web Development,"PHP, Other",1.0,2.0,6.90875477931522,12.0,2.0794415416798357,25.5,13.0,United States
6844,CRM and Marketing Tools,Salesforce,Salesforce,1.0,2.0,9.105090961257085,4.0,4.248495242049359,22.5,50.0,United States
6845,API Development,Web Development,"GitHub, Python, Other",0.0,1.0,0.0,12.0,0.0,36.0,50.0,United States
6846,App development,Programming Languages,"Java, MySQL, Other",0.0,1.0,0.0,2.0,0.0,51.5,35.0,United States
6855,App development,Mobile Development,"Flutter, Other",0.0,2.0,0.0,8.0,0.0,22.5,13.0,Spain
6856,Business Development,Project Management,Other,0.0,0.0,0.0,2.0,0.0,20.5,8.0,Oman
6859,Social Media and Marketing,Web Development,"WordPress, Mailchimp",1.0,2.0,0.0,4.0,0.0,19.0,35.0,Canada
6861,E-commerce Platforms,Programming Languages,"Python, JavaScript, HTML, CSS",0.0,0.0,0.0,8.0,0.0,30.0,18.0,United States
6862,Android app development,Mobile Development,"Android, Java",1.0,2.0,10.596659732783579,12.0,1.0986122886681098,15.0,8.0,United States
6864,App development,Programming Languages,Python,0.0,2.0,0.0,2.0,0.0,22.5,13.0,India
6868,Business development,Embedded Software,Other,1.0,0.0,11.51293546492023,12.0,4.276666119016055,35.0,3.0,United States
6869,Branding & Marketing,Web Development,Other,1.0,2.0,5.707110264748875,4.0,1.3862943611198906,5.0,35.0,Canada
6873,App development,APIs and Integrations,"Salesforce, HubSpot, Salesforce Commerce Cloud, Other",0.0,2.0,0.0,8.0,0.0,40.0,18.0,United States
6874,Back-end development,Web Development,"PHP, JavaScript, SQL, AWS, Other",1.0,2.0,0.0,12.0,0.0,7.5,13.0,United States
6875,"Marketing, Marketing",Web Development,WordPress,1.0,2.0,9.210440366976517,12.0,1.6094379124341003,22.5,35.0,United States
6876,Java,Data Engineering,"TypeScript, Node.js",1.0,0.0,11.51293546492023,12.0,4.276666119016055,35.0,35.0,United States
6880,CRM and Marketing Tools,Integration,"Salesforce, Other",0.0,0.0,0.0,12.0,0.0,85.0,35.0,United States
6881,Algorithm Development,Data Analysis and Visualization,"Python, SQL",1.0,1.0,8.006700845440367,4.0,2.0794415416798357,35.0,50.0,United States
6882,Blockchain development,NFT Development,"Ethereum, Solidity, JavaScript, Python, Other",0.0,2.0,0.0,2.0,0.0,42.0,35.0,United States
6887,Web Development,API Development,"Vue.js, Other",0.0,0.0,0.0,8.0,0.0,75.0,35.0,Peru
6888,Api development,APIs and Integrations,"Stripe API, Postman",1.0,0.0,0.0,4.0,0.0,18.5,13.0,United States
6889,Back-end development,Web Development,"PHP, Other",1.0,2.0,9.210440366976517,4.0,2.3978952727983707,55.0,18.0,United States
6891,WordPress,Web Development,"WordPress, PHP, HTML, CSS, JavaScript",0.0,2.0,0.0,8.0,0.0,70.0,50.0,United States
6893,Cloud Platforms,DevOps and CI/CD,"AWS, Docker, BitBucket, Other",0.0,1.0,0.0,8.0,0.0,42.5,35.0,United States
6894,Brand Development,Web Development,"WordPress, Wix",1.0,2.0,11.002116507732017,4.0,3.1354942159291497,55.0,35.0,United States
6895,Web Development,Front-end Development,"Angular, GIT, Bitbucket, Other",1.0,0.0,11.51293546492023,12.0,4.276666119016055,35.0,3.0,United States
6898,E-commerce Platforms,Web Development,Shopify,0.0,1.0,0.0,8.0,0.0,125.0,35.0,United States
6899,Programming Languages,Web Development,"Python, JavaScript, Git",1.0,2.0,0.0,2.0,0.0,45.0,3.0,United States
6900,Back-end development,"Cloud Platforms, DevOps and CI/CD","C++, Java, Other",1.0,2.0,11.51293546492023,12.0,4.605170185988092,25.0,3.0,United States
6901,Web Development,APIs and Integrations,"HTML, CSS, JavaScript, Node.js",1.0,1.0,8.987321812850125,12.0,0.6931471805599453,23.5,35.0,United States
6902,Branding & marketing,Social Media and Marketing,"Python, Selenium",0.0,1.0,0.0,12.0,0.0,71.5,3.0,Ukraine
6907,Web Development,CMS,"WordPress, PHP, HTML, CSS, JavaScript, Other",0.0,2.0,0.0,2.0,0.0,67.5,3.0,United States
6908,Web Development,Web Development,"HTML, CSS, JavaScript",1.0,0.0,11.51293546492023,12.0,4.276666119016055,35.0,35.0,United States
6909,Web Development,"Programming Languages, Databases","JavaScript, HTML, CSS, SQL",1.0,1.0,4.61512051684126,4.0,1.0986122886681098,14.0,35.0,United States
6911,Cloud Platforms,Architecture and Framework Design,"React, Other",0.0,1.0,0.0,12.0,0.0,82.5,35.0,United States
6912,Data Analysis and Visualization,Programming Languages,"SQL, Other",0.0,2.0,0.0,4.0,0.0,27.5,35.0,United States
6913,API Development,Programming Languages,C++,1.0,2.0,9.210440366976517,4.0,2.833213344056216,82.75,35.0,United States
6914,B2b marketing,Web Development,"WordPress, Other",1.0,1.0,11.51293546492023,12.0,0.6931471805599453,52.5,50.0,United States
6916,Web Development,Web Development,Webflow,1.0,2.0,8.006700845440367,4.0,3.4657359027997265,12.5,8.0,Canada
6917,Appsheet developer,CRM and Marketing Tools,"WordPress, Salesforce, WooCommerce, Other",0.0,1.0,0.0,8.0,0.0,55.0,50.0,United States
6918,App development,Data Engineering,"Python, Firebase, Postman, Twilio",1.0,1.0,4.61512051684126,4.0,0.0,27.5,50.0,United States
6919,Web Development,Web Development,"HTML, CSS, Wix",1.0,2.0,10.308985993422082,12.0,1.791759469228055,62.5,35.0,United States
6923,B2B Marketing,Social Media and Marketing,Other,1.0,1.0,11.51293546492023,12.0,0.6931471805599453,50.0,50.0,United States
6928,Back-end development,Web Development,"Node.js, Angular, MongoDB, Git, Bitbucket, AWS, Other",1.0,2.0,11.002116507732017,12.0,4.219507705176107,25.0,13.0,United States
6929,B2b marketing,Web Development,"PHP, React",1.0,1.0,6.90875477931522,4.0,0.6931471805599453,32.5,8.0,United Kingdom
6931,Web Development,E-commerce Platforms,"WordPress, PHP, WooCommerce, API Development, MySQL, Google Analytics, Other",1.0,2.0,0.0,12.0,0.0,45.0,50.0,United States
6933,E-commerce Platforms,Web Development,"HTML, CSS, JavaScript",1.0,1.0,8.987321812850125,12.0,2.4849066497880004,30.0,50.0,United States
6934,3D Modeling and Animation,Data Analysis and Visualization,"Python, TensorFlow, Other",1.0,2.0,6.803505257608338,12.0,0.0,22.5,35.0,United States
