,Category 1,Category 2,Category 3,Payment_Situation_Payment verified,EX_level_demand,Spent,Connects,Feedback_Num,Job_Cost,Applicants_Num,Client_Country
2212,Api development,Web Development,"Python, Flask, API Development, RESTful API",1.0,2.0,9.210440366976517,8.0,4.1588830833596715,100.0,13.0,United Kingdom
2214,Business applications development,Web Development,"Google Analytics, Other",1.0,2.0,9.210440366976517,12.0,2.3978952727983707,1000.0,35.0,Netherlands
2215,Deep Learning,Data Engineering,"Python, TensorFlow, PyTorch, Keras",0.0,0.0,0.0,4.0,0.0,168.0,18.0,Philippines
2216,Business Intelligence (BI) and Analytics,Data Engineering,"SQL, Other",1.0,1.0,7.601402334583733,8.0,2.5649493574615367,50.0,18.0,Italy
2217,B2C marketing,APIs and Integrations,"Google Data Studio, Other",1.0,1.0,8.517393171418904,8.0,3.5263605246161616,150.0,35.0,China
2222,Api development,Data Engineering,"Python, Selenium, Other",1.0,1.0,8.699681400989514,12.0,3.4011973816621555,800.0,3.0,Malaysia
2226,Data Analysis and Visualization,ETL,"Python, Excel",1.0,1.0,0.0,12.0,0.0,1500.0,13.0,United Kingdom
2227,API Development,Programming Languages,"Power BI, C#, SQL",1.0,1.0,4.51085950651685,4.0,1.3862943611198906,20.0,3.0,United States
2228,BI and Analytics,Data Engineering,"Power BI, SQL",1.0,1.0,6.90875477931522,4.0,3.044522437723423,30.0,13.0,Australia
2229,BI and Analytics,Data Analysis and Visualization,"Excel, Python, Other",1.0,2.0,6.2166061010848646,8.0,0.6931471805599453,50.0,3.0,United States
2230,Data Analysis and Visualization,Web Development,"Python, Google APIs, Other",0.0,1.0,0.0,8.0,0.0,10000.0,35.0,Singapore
2231,Data Engineering,Scala,Databricks,1.0,1.0,6.90875477931522,4.0,3.4011973816621555,20.0,8.0,United Kingdom
2232,Computer Vision,Data Analysis and Visualization,"Python, Other",1.0,1.0,11.156264806643742,8.0,6.61338421837956,100.0,50.0,United Kingdom
2233,Machine Learning,Data Analysis and Visualization,"Python, Other",1.0,2.0,5.993961427306569,8.0,0.6931471805599453,460.0,8.0,India
2236,Algorithm Development,Artificial Intelligence,"TensorFlow, PyTorch",0.0,2.0,0.0,4.0,0.0,500.0,13.0,United States
2238,BI and Analytics,Data Analysis and Visualization,"Google Analytics, Other",1.0,0.0,7.601402334583733,4.0,3.8918202981106265,5.0,8.0,India
2241,BI and Analytics,Data Analysis and Visualization,Google Data Studio,0.0,1.0,0.0,4.0,0.0,100.0,35.0,India
2242,Data Analysis and Visualization,Data Engineering,"Python, Other",1.0,0.0,3.044522437723423,8.0,0.6931471805599453,80.0,8.0,India
2243,Data Analysis and Visualization,Data Engineering,"Python, SQL",0.0,1.0,0.0,4.0,0.0,98.0,35.0,India
2248,Business development,Web Development,"Google Analytics, Google Ads, Facebook, Instagram, LinkedIn, Shopify, SEMrush, Ahrefs, Other",1.0,0.0,0.0,4.0,0.0,100.0,8.0,United States
2249,B2b marketing,Data Analysis and Visualization,"Shopify, Webflow, Wordpress, Other",1.0,2.0,9.105090961257085,12.0,2.833213344056216,2000.0,18.0,Singapore
2256,Brand development,Data Analysis and Visualization,"Google Analytics, Other",1.0,0.0,11.51293546492023,12.0,5.579729825986222,999.0,13.0,Indonesia
2258,Data Analysis and Visualization,Data Analysis and Visualization,Excel,1.0,1.0,9.90353755128617,8.0,3.713572066704308,100.0,35.0,United States
2259,E-commerce Marketing,Google Analytics,Other,1.0,0.0,3.9318256327243257,4.0,1.791759469228055,5.0,8.0,Canada
2260,App Development,Web Development,"React, Node.js, GraphQL, Other",1.0,2.0,5.993961427306569,8.0,0.6931471805599453,50.0,50.0,United States
2262,API development,Web Development,"Python, Flask, Other",1.0,1.0,8.517393171418904,12.0,1.791759469228055,1000.0,50.0,United States
2263,Ai mobile app development,Artificial Intelligence,"HTML, CSS, JavaScript, Python",1.0,2.0,4.110873864173311,8.0,0.0,150.0,35.0,United States
2264,Data Analysis and Visualization,Data Engineering,"SQL, Python, Excel",1.0,2.0,7.601402334583733,8.0,2.0794415416798357,50.0,3.0,Belgium
2265,Data Analysis and Visualization,Database,SQL,1.0,1.0,0.0,12.0,0.0,10000.0,35.0,Canada
2266,AI mobile app development,Web Development,"Python, TensorFlow",1.0,1.0,9.210440366976517,8.0,3.091042453358316,100.0,13.0,United States
2273,Web Development,Data Engineering,"Python, MongoDB",1.0,2.0,11.51293546492023,4.0,5.43372200355424,30.0,8.0,Canada
2274,Ai mobile app development,Artificial Intelligence,"Machine Learning, Other",1.0,2.0,6.90875477931522,8.0,1.3862943611198906,100.0,3.0,United States
2275,Business Development,Data Analysis and Visualization,"Google Analytics, Other",1.0,1.0,3.4339872044851463,4.0,1.0986122886681098,30.0,18.0,Kazakhstan
2276,Artificial Intelligence,APIs and Integrations,"TensorFlow, PyTorch, Unity, Other",0.0,1.0,0.0,8.0,0.0,1000.0,35.0,United States
2281,Data Analysis and Visualization,BI and Analytics,"Google Ads, Other",0.0,2.0,0.0,4.0,0.0,300.0,3.0,United States
2287,Algorithm development,Data Engineering,TensorFlow,1.0,2.0,5.303304908059076,8.0,0.6931471805599453,100.0,50.0,United States
2289,CRM and Marketing Tools,Data Analysis and Visualization,"HubSpot, Tableau",0.0,2.0,0.0,4.0,0.0,80.0,8.0,Chile
2292,Data Analysis and Visualization,"Data Engineering, DevOps and CI/CD","Azure, Other",1.0,1.0,6.90875477931522,4.0,1.791759469228055,10.0,13.0,Germany
2293,Automation,Data Engineering,"Python, Selenium",0.0,2.0,0.0,4.0,0.0,250.0,8.0,United States
2295,Data Analysis and Visualization,Data Engineering,"Google Analytics, BigQuery, Other",1.0,1.0,8.006700845440367,4.0,4.330733340286331,30.0,8.0,United Kingdom
2298,Business development,Data Engineering,"Excel, Google Data Studio",0.0,2.0,0.0,4.0,0.0,400.0,8.0,United States
2299,Business Development,Data Analysis and Visualization,"Python, Selenium, Other",1.0,1.0,7.601402334583733,12.0,2.0794415416798357,15000.0,35.0,United Kingdom
2305,Data Analysis and Visualization,Data Engineering,"Python, Other",1.0,2.0,6.803505257608338,12.0,0.0,2500.0,35.0,United Kingdom
2306,App development,Web Development,"React, Angular, Node.js, AWS, Other",1.0,2.0,6.90875477931522,12.0,2.833213344056216,1500.0,13.0,United States
2308,Bulk marketing,Data Analysis and Visualization,"Python, SQL",1.0,2.0,0.0,8.0,0.6931471805599453,500.0,35.0,United States
2311,B2c marketing,Data Analysis,"Python, Google Data Studio",1.0,1.0,0.0,12.0,0.0,15000.0,50.0,Australia
2314,Data Analysis and Visualization,Data Engineering,Other,0.0,2.0,0.0,8.0,0.0,7000.0,35.0,New Zealand
2315,Bulk marketing,Data Engineering,"Python, Instagram",0.0,1.0,0.0,4.0,0.0,100.0,35.0,Saudi Arabia
2316,BI and Analytics,Data Analysis and Visualization,"SQL, Python, Tableau",1.0,1.0,7.601402334583733,8.0,2.3978952727983707,50.0,8.0,United States
2317,Algorithm development,Data Analysis and Visualization,"Python, Other",1.0,1.0,0.0,8.0,0.0,500.0,8.0,Germany
2319,B2c marketing,Marketing,"Google Analytics, Other",1.0,2.0,8.987321812850125,8.0,3.295836866004329,100.0,3.0,Turkey
2320,Data Analysis and Visualization,Data Engineering,Python,0.0,1.0,0.0,2.0,0.0,20.0,13.0,Canada
2336,Data Analysis and Visualization,Data Engineering,"Python, Other",0.0,2.0,0.0,8.0,0.0,800.0,13.0,United States
2337,Data Analysis and Visualization,Data Engineering,"Python, Other",1.0,2.0,8.699681400989514,8.0,1.9459101490553132,300.0,35.0,United States
2338,Big data,Data Engineering,"Hadoop, Python, Other",1.0,1.0,4.61512051684126,4.0,3.1354942159291497,5.0,35.0,Australia
2339,API Development,Artificial Intelligence,"Python, RESTful API",1.0,1.0,10.596659732783579,8.0,3.7376696182833684,75.0,8.0,United States
2343,Business development,Project Management,Other,0.0,1.0,0.0,4.0,0.0,125.0,8.0,India
2345,AI mobile app development,Artificial Intelligence,"Python, Other",0.0,0.0,0.0,4.0,0.0,20.0,35.0,India
2346,B2c marketing,BI and Analytics,"Google Analytics, Other",1.0,2.0,0.0,12.0,0.0,1000.0,35.0,Dominican Republic
2349,Radiofrequency Engineering,Data Analysis and Visualization,"MATLAB, Other",1.0,2.0,4.394449154672439,8.0,0.0,480.0,18.0,India
2352,Api Development,Data Engineering,"Python, Postman, Other",0.0,2.0,0.0,4.0,0.0,100.0,3.0,United States
2355,Data Analysis and Visualization,Data Engineering,"Python, Excel, Other",0.0,1.0,0.0,2.0,0.0,40.0,35.0,Malaysia
2357,Artificial Intelligence,Data Analysis and Visualization,"Azure, Python",1.0,2.0,0.0,4.0,0.0,15.0,35.0,Spain
2360,BI and Analytics,Data Analysis and Visualization,"Excel, Python, Power BI",1.0,1.0,6.90875477931522,8.0,2.1972245773362196,100.0,18.0,United States
2361,B2c marketing,Data Analysis and Visualization,"Google Analytics, Google Ads",1.0,2.0,9.210440366976517,4.0,2.833213344056216,20.0,50.0,United States
2364,Data Engineering,Data Analysis and Visualization,"Azure, Databricks, Power BI, Python, SQL, Other",1.0,2.0,7.601402334583733,8.0,2.302585092994046,50.0,50.0,France
2367,Data Analysis and Visualization,Data Analysis,Other,1.0,2.0,0.0,12.0,0.0,9500.0,35.0,Hong Kong
2368,Data Analysis and Visualization,Data Engineering,"R, Python, SQL",0.0,2.0,0.0,8.0,0.0,1500.0,8.0,United Kingdom
2379,Computer Vision,"Data Analysis and Visualization, Artificial Intelligence","Python, Other",1.0,2.0,10.596659732783579,4.0,1.9459101490553132,15.0,18.0,United Kingdom
2383,Data Analysis and Visualization,Data Engineering,Python,1.0,2.0,0.0,8.0,0.0,50.0,3.0,United Kingdom
2384,Computer Vision,,Deep Learning,1.0,2.0,8.517393171418904,8.0,2.9444389791664403,200.0,35.0,United Arab Emirates
2386,Data Analysis and Visualization,BI and Analytics,"SQL, Other",0.0,1.0,0.0,8.0,0.0,350.0,3.0,India
2389,Algorithm development,Programming Languages,Python,1.0,1.0,9.210440366976517,8.0,4.9344739331306915,500.0,13.0,India
2390,B2B Marketing,Marketing,"Google Analytics, Other",1.0,2.0,0.0,4.0,0.0,15.0,8.0,Kuwait
2391,B2B Marketing,Data Analysis and Visualization,"Python, SQL, Tableau",1.0,2.0,9.90353755128617,4.0,5.579729825986222,30.0,35.0,United States
2396,Web Development,Python,"Python, Other",1.0,1.0,0.0,8.0,0.0,100.0,35.0,Australia
2398,Artificial Intelligence,Machine Learning,"Python, Other",1.0,1.0,8.294299608857235,8.0,3.091042453358316,50.0,8.0,Italy
2399,Artificial Intelligence,Web Development,"Python, Java, C++, JavaScript, Deep Learning, Computer Vision, Other",0.0,2.0,0.0,8.0,0.0,100.0,13.0,India
2400,Gaming,Data Analysis and Visualization,"Power BI, Other",0.0,1.0,0.0,4.0,0.0,150.0,13.0,Kenya
2404,Data Analysis and Visualization,Data Engineering,"Python, SQL, Excel",1.0,2.0,6.803505257608338,12.0,2.833213344056216,1000.0,35.0,Australia
2407,Data Analysis and Visualization,Web Development,"Python, Other",1.0,2.0,3.044522437723423,8.0,0.6931471805599453,75.0,35.0,United Arab Emirates
2411,AI mobile app development,Data Engineering,Other,1.0,1.0,9.210440366976517,12.0,2.833213344056216,1000.0,35.0,France
2412,Data Analysis and Visualization,Data Engineering,"Python, Other",0.0,1.0,0.0,4.0,0.0,100.0,35.0,Bangladesh
2414,BI and Analytics,Data Engineering,"SQL, Hadoop, Other",1.0,0.0,11.407576060361786,4.0,3.044522437723423,300.0,35.0,Singapore
2415,Ai mobile app development,Artificial Intelligence,Python,1.0,1.0,5.707110264748875,12.0,1.791759469228055,1000.0,3.0,India
2417,Computer Vision,Image Processing,"TensorFlow, Python, Other",0.0,1.0,0.0,12.0,0.0,2000.0,8.0,United States
2419,Google Analytics,BI and Analytics,"Google Analytics, Google Ads, Google Data Studio",1.0,2.0,0.0,4.0,0.0,50.0,13.0,South Korea
2425,Data Analysis and Visualization,Data Engineering,"Python, SQL, Other",1.0,2.0,3.044522437723423,8.0,0.6931471805599453,250.0,8.0,India
2427,E-commerce Platforms,,Other,1.0,1.0,4.51085950651685,4.0,2.0794415416798357,10.0,3.0,Kenya
2430,Artificial Intelligence,"API Development, Artificial Intelligence","Python, TensorFlow, PyTorch",1.0,1.0,9.210440366976517,8.0,2.8903717578961645,500.0,18.0,India
2431,Algorithm development,Python,"Python, Other",0.0,1.0,0.0,8.0,0.0,50.0,8.0,Germany
2433,Data Analysis and Visualization,Web Development,"Python, Excel",1.0,1.0,8.006700845440367,4.0,3.6888794541139363,5.0,35.0,United Kingdom
2436,Artificial Intelligence,Data Analysis and Visualization,"Python, TensorFlow, Other",1.0,2.0,9.210440366976517,8.0,4.007333185232471,100.0,3.0,South Korea
2440,Ai mobile app development,Web Development,Other,1.0,2.0,11.407576060361786,8.0,3.871201010907891,150.0,8.0,United States
2441,Algorithm development,Data Analysis and Visualization,"Python, Other",1.0,2.0,0.0,4.0,0.0,30.0,35.0,Kenya
2442,Ai mobile app development,API Development,Other,1.0,1.0,0.0,12.0,0.0,1100.0,8.0,Lithuania
2446,App Development,Web Development,"Python, Django, Other",1.0,2.0,9.210440366976517,8.0,3.2188758248682006,100.0,8.0,India
2447,Blockchain development,Data Analysis and Visualization,"Python, Other",1.0,1.0,10.819798284210286,8.0,4.23410650459726,50.0,8.0,Japan
2451,Data Analysis and Visualization,,Other,1.0,1.0,0.0,12.0,0.0,1000.0,13.0,United States
2452,,,Other,1.0,1.0,5.707110264748875,8.0,2.3978952727983707,100.0,13.0,India
2453,BI and Analytics,Data Analysis and Visualization,"Excel, SQL, Other",0.0,2.0,0.0,4.0,0.0,50.0,35.0,United States
2454,3d illustration,Data Analysis and Visualization,"Python, Other",1.0,2.0,4.61512051684126,8.0,1.3862943611198906,500.0,18.0,Canada
2455,Business applications development,Data Analysis and Visualization,"SQL, Python",0.0,1.0,0.0,12.0,0.0,2000.0,8.0,India
2459,3d modeling,Data Analysis and Visualization,"Python, Other",1.0,2.0,6.90875477931522,8.0,1.791759469228055,100.0,18.0,United States
2460,B2b marketing,Data Analysis and Visualization,"Python, SQL",1.0,2.0,10.819798284210286,8.0,3.5263605246161616,50.0,35.0,Australia
2464,Business applications development,Automation,"Python, Zapier",1.0,1.0,11.156264806643742,8.0,4.6913478822291435,148.0,13.0,Hong Kong
2465,Data Analysis and Visualization,ETL,"Excel, Python, SQL, Airflow, Other",0.0,1.0,0.0,4.0,0.0,50.0,35.0,Jordan
2469,Web Development,Data Engineering,"Python, Selenium, Other",0.0,1.0,0.0,2.0,0.0,5.0,8.0,United States
2471,Teaching,Programming Languages,Java,1.0,2.0,8.006700845440367,4.0,3.5263605246161616,30.0,13.0,United States
2475,B2c marketing,Data Analysis and Visualization,"Google Analytics, Shopify, Other",1.0,2.0,10.308985993422082,8.0,4.852030263919617,300.0,35.0,Australia
2476,Algorithm development,Data Analysis and Visualization,"MATLAB, Python, Machine Learning",1.0,1.0,10.308985993422082,8.0,4.02535169073515,250.0,8.0,United States
2480,Artificial Intelligence,API Development,"Python, TensorFlow, Flask, Google APIs",1.0,1.0,6.55250788703459,12.0,1.791759469228055,2000.0,35.0,United States
2481,Data Analysis and Visualization,Data Engineering,"Google Data Studio, Other",0.0,1.0,0.0,2.0,0.0,15.0,8.0,Mexico
2486,Web Development,Data Engineering,"Python, Other",1.0,2.0,11.51293546492023,8.0,5.777652323222656,200.0,8.0,Australia
2488,BI and Analytics,Data Analysis and Visualization,"Power BI, SQL, API Development",1.0,1.0,8.294299608857235,4.0,4.007333185232471,25.0,18.0,United States
2498,Reinforcement Learning,Deep Learning,"PyTorch, TensorFlow, Other",0.0,1.0,0.0,4.0,0.0,150.0,8.0,United States
2502,Web Development,Programming Languages,"JavaScript, Node.js, Other",1.0,2.0,6.90875477931522,4.0,1.3862943611198906,100.0,50.0,United States
2504,Branding & Marketing,Social Media and Marketing,Other,0.0,1.0,0.0,12.0,0.0,3000.0,18.0,Canada
2505,Data Analysis and Visualization,Web Development,Python,1.0,2.0,9.210440366976517,8.0,2.4849066497880004,300.0,8.0,United States
2509,UX Research,Data Analysis and Visualization,"Google Analytics, Other",1.0,2.0,11.002116507732017,4.0,4.990432586778736,20.0,35.0,Canada
2510,Data Analysis and Visualization,Data Engineering,"Excel, Python, SQL, Other",0.0,2.0,0.0,4.0,0.0,500.0,35.0,United States
2515,Data Analysis and Visualization,Data Engineering,"Python, Other",1.0,2.0,10.308985993422082,8.0,5.0238805208462765,250.0,8.0,Turkey
2517,Ai mobile app development,Web Development,"WordPress, Other",0.0,2.0,0.0,4.0,0.0,100.0,8.0,United States
2518,Business Development,Data Analysis and Visualization,"Excel, Other",1.0,2.0,6.90875477931522,8.0,1.3862943611198906,100.0,18.0,United States
2521,BI and Analytics,Data Engineering,"Power BI, SQL, Other",1.0,1.0,0.0,8.0,0.0,250.0,18.0,Jordan
2528,Data Analysis and Visualization,Data Engineering,"Python, SQL",1.0,1.0,5.707110264748875,4.0,1.3862943611198906,20.0,8.0,India
2530,BI and Analytics,Data Analysis and Visualization,Google Analytics,0.0,2.0,0.0,8.0,0.0,5000.0,3.0,United States
2531,Data Analysis and Visualization,Data Engineering,Excel,0.0,1.0,0.0,4.0,0.0,300.0,13.0,United States
2532,BI and Analytics,Data Analysis and Visualization,"Power BI, SQL",1.0,1.0,8.987321812850125,8.0,2.0794415416798357,100.0,8.0,United States
2535,Affiliate marketing,Marketing,Other,0.0,2.0,0.0,4.0,0.0,200.0,18.0,Albania
2537,Business Development,APIs and Integrations,Other,0.0,2.0,0.0,4.0,0.0,500.0,3.0,Portugal
2540,B2B Marketing,"Data Analysis and Visualization, CRM and Marketing Tools","Google Analytics, Salesforce, Google Data Studio",1.0,2.0,6.90875477931522,4.0,4.882801922586371,5.0,18.0,United States
2543,Computer Vision,Neural Networks,"Python, TensorFlow",1.0,1.0,3.713572066704308,4.0,0.0,40.0,35.0,United Kingdom
2547,BI and Analytics,Data Engineering,"SQL, Other",0.0,2.0,0.0,12.0,0.0,6000.0,13.0,Brazil
2555,Algorithm development,Web Development,"Python, Go, Other",1.0,2.0,0.0,8.0,0.0,100.0,35.0,Saudi Arabia
2558,Testing,Automation,"Python, TensorFlow, PyTorch, Other",1.0,2.0,9.210440366976517,8.0,2.833213344056216,100.0,8.0,Germany
2563,Data Analysis and Visualization,Data Engineering,"Python, PostgreSQL",1.0,2.0,6.90875477931522,12.0,0.0,1000.0,35.0,Netherlands
2565,Research and Analysis,,Other,1.0,2.0,6.90875477931522,8.0,0.6931471805599453,75.0,35.0,India
2567,Machine Learning,Data Engineering,"SQL, Python, Java, Hadoop, Spark, AWS, Azure, TensorFlow, PyTorch, Other",0.0,2.0,0.0,8.0,0.0,50.0,18.0,India
2568,BI and Analytics,Data Engineering,"Power BI, SQL, Data Warehousing, Python",1.0,1.0,7.601402334583733,12.0,0.6931471805599453,2500.0,13.0,United States
2575,Algorithm Development,Data Analysis and Visualization,"Python, TensorFlow, Other",0.0,0.0,0.0,4.0,0.0,100.0,35.0,Lithuania
2576,Data Analysis and Visualization,"Data Engineering, BI and Analytics","Python, SQL",1.0,1.0,10.308985993422082,4.0,4.204692619390966,15.0,35.0,Ireland
2578,Data Analysis,,Other,1.0,2.0,4.2626798770413155,12.0,0.6931471805599453,750.0,13.0,United States
2579,Algorithm development,Artificial Intelligence,"Python, TensorFlow",1.0,2.0,5.303304908059076,8.0,1.0986122886681098,50.0,3.0,India
2581,Api Development,Web Development,"AWS, JavaScript, Other",0.0,1.0,0.0,8.0,0.0,200.0,8.0,United Kingdom
2583,Data Analysis and Visualization,Web Development,JavaScript,1.0,1.0,6.55250788703459,8.0,0.0,300.0,3.0,United States
2586,Data Analysis and Visualization,Data Engineering,"Python, SQL",0.0,2.0,0.0,4.0,0.0,200.0,35.0,Australia
2588,Ai mobile app development,Web Development,"Python, Django, Other",1.0,2.0,8.006700845440367,4.0,3.8918202981106265,30.0,8.0,Hong Kong
2590,Data Analysis and Visualization,Data Engineering,"Excel, Python",1.0,1.0,0.0,8.0,0.0,1500.0,8.0,Kenya
2594,Data Analysis and Visualization,Data Engineering,"SQL, Python",1.0,2.0,3.713572066704308,4.0,1.0986122886681098,25.0,13.0,United Kingdom
2596,Data Analysis and Visualization,BI and Analytics,"Python, SQL, Excel",1.0,2.0,2.3978952727983707,4.0,1.0986122886681098,5.0,35.0,India
2598,3D Game Art,Artificial Intelligence,"Python, PyTorch, React, Other",1.0,2.0,8.294299608857235,8.0,2.8903717578961645,500.0,35.0,China
2599,Ai mobile app development,Web Development,"JavaScript, Other",0.0,1.0,0.0,4.0,0.0,50.0,3.0,Jordan
2600,Algorithm development,Data Analysis and Visualization,"Python, Other",1.0,0.0,0.0,8.0,0.0,500.0,8.0,Singapore
2601,BI and Analytics,Data Analysis and Visualization,"Power BI, Excel, Other",0.0,2.0,0.0,8.0,0.0,600.0,18.0,United Kingdom
2603,Bulk marketing,Data Analysis and Visualization,"Python, SQL",0.0,2.0,0.0,2.0,0.0,20.0,35.0,India
2604,Artificial Intelligence,Natural Language Processing,Other,1.0,2.0,8.699681400989514,8.0,3.8501476017100584,130.0,35.0,Saudi Arabia
2606,BI and Analytics,Data Analysis and Visualization,"Tableau, SQL",1.0,1.0,9.210440366976517,4.0,3.7612001156935624,30.0,13.0,United Kingdom
2607,Data Analysis and Visualization,APIs and Integrations,"Google APIs, Other",0.0,2.0,0.0,4.0,0.0,200.0,35.0,Bangladesh
2609,Artificial Intelligence,Data Analysis and Visualization,"Python, Other",1.0,1.0,9.90353755128617,8.0,4.663439094112067,200.0,13.0,Turkey
2615,Artificial Intelligence,Deep Learning,"PyTorch, Other",1.0,2.0,7.601402334583733,8.0,2.772588722239781,350.0,13.0,Lithuania
2618,Api Development,Data Engineering,"AWS, Other",0.0,1.0,0.0,12.0,0.0,3200.0,35.0,Belgium
2619,Data Analysis and Visualization,Data Engineering,"Python, SQL, Excel",1.0,2.0,8.006700845440367,8.0,3.6375861597263857,200.0,35.0,Pakistan
2621,Artificial Intelligence,Data Analysis and Visualization,"Python, Other",0.0,2.0,0.0,4.0,0.0,200.0,50.0,Saudi Arabia
2624,Data Analysis and Visualization,BI and Analytics,"Tableau, Python, SQL",1.0,2.0,4.394449154672439,4.0,0.6931471805599453,500.0,35.0,Australia
2626,AI mobile app development,Data Engineering,"Java, Python, PyTorch, Other",0.0,1.0,0.0,4.0,0.0,200.0,35.0,United Arab Emirates
2631,Data Analysis and Visualization,Programming Languages,"R, Other",0.0,0.0,0.0,2.0,0.0,10.0,35.0,Singapore
2634,Business development,Data Analysis and Visualization,Other,1.0,1.0,0.0,8.0,0.0,1050.0,18.0,India
2635,Business development,Data Analysis and Visualization,"API Development, Python, Other",1.0,1.0,4.61512051684126,8.0,1.0986122886681098,150.0,13.0,India
2636,Data Analysis and Visualization,BI and Analytics,Excel,1.0,2.0,8.853808274977197,4.0,4.969813299576001,20.0,35.0,Canada
2637,Data Analysis and Visualization,Data Engineering,"Python, Other",1.0,2.0,8.853808274977197,4.0,4.969813299576001,25.0,18.0,Canada
2639,Data Analysis and Visualization,Programming Languages,R,1.0,2.0,8.517393171418904,8.0,1.6094379124341003,300.0,13.0,Canada
2648,Data Analysis and Visualization,Data Engineering,"Python, Other",1.0,2.0,8.006700845440367,8.0,2.0794415416798357,60.0,35.0,United States
2651,Data Analysis and Visualization,Data Engineering,"Tableau, SQL",1.0,1.0,5.303304908059076,8.0,0.6931471805599453,50.0,8.0,China
2652,Data Analysis and Visualization,Data Engineering,Other,1.0,2.0,9.210440366976517,8.0,2.5649493574615367,100.0,8.0,Australia
2653,Data Analysis and Visualization,CRM and Marketing Tools,Other,1.0,1.0,4.61512051684126,8.0,0.0,150.0,13.0,United States
2663,Bot development,Artificial Intelligence,Other,1.0,1.0,3.713572066704308,8.0,0.6931471805599453,300.0,8.0,United States
2668,Algorithm development,Data Engineering,"Python, Other",1.0,1.0,10.596659732783579,8.0,3.8501476017100584,50.0,50.0,Saudi Arabia
2671,Business development,DevOps,"JavaScript, Other",1.0,1.0,4.394449154672439,12.0,3.828641396489095,2000.0,35.0,United States
2672,BI and Analytics,Data Analysis and Visualization,"Python, Excel",1.0,1.0,4.394449154672439,8.0,1.0986122886681098,100.0,8.0,United States
2673,Data Analysis and Visualization,Data Engineering,"Spark, Other",1.0,2.0,4.394449154672439,12.0,3.828641396489095,2000.0,8.0,United States
2675,BI and Analytics,Data Analysis and Visualization,"SQL, Oracle Database, Power BI, Tableau, JavaScript, Alteryx, Google Analytics, Other",1.0,1.0,4.61512051684126,8.0,0.6931471805599453,70.0,3.0,Australia
2680,Data Analysis and Visualization,GIS,Other,1.0,2.0,10.596659732783579,4.0,4.04305126783455,40.0,13.0,United States
2681,Data Analysis and Visualization,Data Engineering,Other,1.0,2.0,5.707110264748875,8.0,1.3862943611198906,100.0,13.0,United States
2684,BI and Analytics,Data Engineering,"SQL, Power BI, Other",0.0,2.0,0.0,8.0,0.0,2500.0,35.0,United Arab Emirates
2687,Business development,Social Media and Marketing,"Google Analytics, Google Ads",1.0,2.0,6.90875477931522,8.0,1.3862943611198906,50.0,13.0,United States
2688,Data Analysis and Visualization,Data Engineering,"Excel, Python, Other",1.0,2.0,5.707110264748875,8.0,0.0,100.0,35.0,United States
2690,Web Development,Data Engineering,"Python, Excel, Selenium, Other",1.0,2.0,10.596659732783579,8.0,5.153291594497779,50.0,13.0,United States
2696,Business Applications Development,Data Analysis and Visualization,"Excel, Tableau",1.0,1.0,3.9318256327243257,8.0,1.0986122886681098,50.0,3.0,India
2702,Data Analysis and Visualization,Web Development,"Python, SQL",1.0,1.0,0.0,8.0,0.0,80.0,35.0,Australia
2706,Data Analysis and Visualization,Data Engineering,"Excel, Shopify, API Development, Google Analytics, SQL, Python, Other",1.0,2.0,0.0,8.0,0.0,150.0,13.0,Germany
2707,Brand Development,Branding & Marketing,"Google Analytics, Other",0.0,2.0,0.0,4.0,0.0,50.0,35.0,India
2710,Social Media Marketing,Social Media and Marketing,"Facebook, Twitter, YouTube, Instagram, Google Analytics",1.0,2.0,8.006700845440367,8.0,1.9459101490553132,200.0,50.0,United States
2711,Bot development,Automation,"Excel, Python",0.0,2.0,0.0,4.0,0.0,100.0,3.0,United States
2714,AI mobile app development,AI and ML,"Zapier, Other",1.0,2.0,8.006700845440367,4.0,2.1972245773362196,30.0,3.0,Spain
2720,Bot Development,AI,Python,0.0,0.0,0.0,4.0,0.0,100.0,35.0,United States
2721,Teaching,Web Development,"Python, Django",1.0,0.0,6.55250788703459,4.0,2.70805020110221,20.0,35.0,United States
2722,Back-end development,Programming Languages,"C++, Java, Ruby, Python, Other",1.0,2.0,1.791759469228055,8.0,0.6931471805599453,400.0,35.0,Nigeria
2723,Artificial Intelligence,Cybersecurity,"Python, TensorFlow, Other",0.0,2.0,0.0,2.0,0.0,20.0,8.0,Kenya
2724,Data Analysis and Visualization,Data Engineering,"Python, SQL",1.0,2.0,0.0,8.0,0.0,300.0,18.0,Macedonia
2728,Data Analysis and Visualization,"Data Analysis, Data Engineering","Python, SQL",1.0,2.0,10.819798284210286,8.0,5.170483995038151,450.0,8.0,United States
2730,Data Analysis and Visualization,Data Engineering,"Python, Other",1.0,1.0,6.90875477931522,4.0,3.8501476017100584,20.0,8.0,San Marino
2732,Business Development,Data Engineering,Python,0.0,0.0,0.0,4.0,0.0,500.0,35.0,United States
2741,BI and Analytics,Data Analysis and Visualization,"Tableau, SQL",0.0,0.0,0.0,2.0,0.0,10.0,50.0,United States
2742,Artificial Intelligence,DevOps and CI/CD,"Docker, Kubernetes, Git, Other",1.0,2.0,10.308985993422082,8.0,2.0794415416798357,350.0,3.0,United States
2749,AI mobile app development,Data Engineering,Other,0.0,2.0,0.0,4.0,0.0,10.0,3.0,United States
