Payment_type_Hourly,Payment_Situation_Payment verified,EX_level_demand,Spent,Connects,Feedback_Num,Job_Cost,Hourly_Rate,Applicants_Num,Category,Client_Country
0,1,2,8.699681401,8,1.386294361,300.0,,3,Data Science & SQL Development,United States
0,1,1,0.0,12,0.0,8500.0,,50,Full-Stack Development,Australia
0,1,1,9.210440367,8,2.079441542,100.0,,35,E-commerce & WordPress Development,Australia
1,1,1,11.51293546,12,4.317488114,,45.0,35,Data Science & SQL Development,United States
0,1,1,11.51293546,12,0.0,1000.0,,3,Hybrid & Native App Development,United States
1,1,0,11.00211651,12,2.197224577,,33.5,50,React & Frontend Development,United States
1,1,1,10.30898599,12,3.496507561,,7.0,3,Full-Stack Development,United States
0,0,1,0.0,4,0.0,150.0,,8,Full-Stack Development,United States
0,0,2,0.0,8,0.0,700.0,,35,E-commerce Marketing & Platforms,Malaysia
1,0,2,0.0,8,0.0,,9.0,8,Android App Development,India
0,1,2,5.993961427,12,1.609437912,625.0,,8,Full-Stack Development,El Salvador
0,1,1,8.006700845,8,3.295836866,50.0,,13,Frontend & WordPress Development,United Kingdom
1,0,1,0.0,12,0.0,,35.0,50,Android & Mobile App Development,United States
0,1,0,0.0,8,0.0,50.0,,13,React & Frontend Development,United States
1,1,2,8.294299609,12,1.098612289,,30.0,8,Programming Languages & Web Development,United States
0,0,2,0.0,8,0.0,200.0,,8,E-commerce & Shopify Platforms,Malaysia
1,0,2,0.0,8,0.0,,35.0,35,Graphic Design & Illustration,Australia
0,1,1,6.908754779,8,1.386294361,250.0,,35,Web & Branding Development,United States
1,0,1,0.0,4,0.0,,35.0,35,Full-Stack Development,United States
1,1,0,4.615120517,12,0.693147181,,26.0,35,Graphic Design & Illustration,United States
0,1,2,2.397895273,4,1.098612289,8.0,,35,Web & Branding Development,Australia
1,0,2,0.0,8,0.0,,27.5,50,Android App Development,Australia
0,1,1,1.791759469,8,0.693147181,200.0,,13,Full-Stack Development,United States
1,0,2,0.0,8,0.0,,25.5,35,WordPress & Web Development,Luxembourg
1,0,2,0.0,8,0.0,,30.0,50,E-commerce & WordPress Development,Australia
1,1,2,8.294299609,12,1.386294361,,20.0,50,React & Frontend Development,United States
1,0,1,0.0,8,0.0,,55.0,35,E-commerce & Shopify Platforms,United States
0,0,2,0.0,12,0.0,3500.0,,35,Full-Stack Development,United States
1,1,1,0.0,8,0.0,,75.0,35,Android & Mobile App Development,United States
0,1,1,6.908754779,8,0.693147181,400.0,,35,E-commerce & WordPress Development,United Kingdom
0,0,2,0.0,2,0.0,34.0,,13,API & Data Engineering,United Kingdom
1,1,1,5.993961427,12,0.693147181,,22.5,35,Frontend Branding Development,United States
0,1,1,10.30898599,8,4.369447852,150.0,,3,DevOps & Cloud Platforms,Australia
1,1,1,9.210440367,4,2.302585093,,27.5,13,Algorithm & Backend Programming,United States
1,1,2,4.394449155,12,0.0,,20.0,35,React & Frontend Development,Romania
0,0,2,0.0,8,0.0,1000.0,,8,Full-Stack Development,United States
1,1,0,8.699681401,4,1.791759469,,75.0,35,E-commerce & WordPress Development,United States
0,1,2,7.601402335,4,4.859812404,13.0,,8,Android & Mobile App Development,Vietnam
0,0,1,0.0,4,0.0,250.0,,18,Web & Branding Development,Australia
1,1,1,8.294299609,12,1.791759469,,18.5,13,Project Management & Skills,United States
1,0,1,0.0,8,0.0,,30.0,35,E-commerce & WordPress Development,United States
0,1,0,10.30898599,12,3.663561646,2500.0,,13,E-commerce Marketing & Platforms,Canada
1,0,2,0.0,8,0.0,,26.0,50,Mobile Game Development,United States
1,1,0,8.294299609,12,2.772588722,,9.0,13,Sales & Marketing Strategy,United States
1,1,1,10.30898599,12,1.791759469,,40.0,50,Graphic Design & Illustration,Australia
0,0,1,0.0,8,0.0,50.0,,13,Full-Stack Development,Pakistan
1,1,2,0.0,2,0.0,,55.0,13,Project Management & Skills,Germany
0,1,1,8.294299609,8,2.63905733,125.0,,35,E-commerce & Shopify Platforms,United States
1,1,2,6.685860947,12,1.386294361,,16.5,18,Data Science & SQL Development,United States
1,1,1,6.908754779,12,1.945910149,,22.5,35,Salesforce & CRM Development,New Zealand
1,0,1,0.0,8,0.0,,45.0,35,E-commerce & Shopify Platforms,United States
1,1,0,6.908754779,12,0.0,,40.0,13,3D Modeling & Engineering,United States
0,0,2,0.0,4,0.0,120.0,,13,E-commerce Marketing & Platforms,Ghana
1,1,1,10.59665973,12,4.553876892,,24.0,35,E-commerce & Shopify Platforms,Australia
1,1,2,0.0,8,0.0,,27.5,50,WordPress & Web Development,United States
0,1,2,6.908754779,4,2.397895273,45.0,,35,E-commerce & WordPress Development,United States
0,0,2,0.0,4,0.0,50.0,,8,E-commerce & Shopify Platforms,Netherlands
0,1,2,5.707110265,8,0.693147181,300.0,,13,Frontend & WordPress Development,United States
1,1,1,9.903537551,12,2.079441542,,15.0,35,Frontend & WordPress Development,United States
1,1,0,11.15626481,12,4.094344562,,12.5,50,Web Design & Development,United States
1,0,2,0.0,8,0.0,,12.5,35,Full-Stack Development,United States
1,0,2,0.0,12,0.0,,22.5,18,Blockchain & Smart Contracts,United States
1,1,2,9.210440367,12,2.708050201,,20.0,35,E-commerce Marketing & Platforms,United States
1,1,2,8.006700845,12,2.708050201,,40.0,35,Frontend Branding Development,United States
1,1,2,8.006700845,12,2.48490665,,25.0,3,Business Strategy & Development,Canada
1,1,1,7.601402335,4,1.098612289,,22.5,35,Frontend Branding Development,Australia
1,1,2,6.908754779,12,0.0,,40.0,8,Game Development,United States
1,0,2,0.0,8,0.0,,45.0,35,Web Design & Development,United States
1,0,1,0.0,8,0.0,,22.5,50,Frontend & WordPress Development,Uzbekistan
0,1,2,9.210440367,12,4.615120517,4800.0,,35,Web & Branding Development,United Kingdom
0,1,1,11.00211651,8,4.418840608,200.0,,35,Frontend & WordPress Development,United States
1,1,1,0.0,12,0.0,,11.5,35,WordPress & Web Development,United Arab Emirates
1,1,2,9.903537551,4,3.555348061,,55.0,18,RESTful API Development,United States
1,1,2,0.0,12,0.0,,18.5,13,Full-Stack Development,United States
1,0,2,0.0,12,0.0,,32.5,13,Frontend & WordPress Development,United States
1,1,1,9.903537551,4,1.098612289,,17.5,13,Full-Stack Development,United States
1,1,2,0.0,8,0.0,,75.0,50,Full-Stack Development,United States
1,1,2,5.303304908,4,1.098612289,,20.0,13,Full-Stack Development,Canada
0,0,2,0.0,4,0.0,300.0,,35,E-commerce & WordPress Development,United States
1,1,1,7.601402335,12,0.693147181,,35.0,35,Web & Branding Development,United States
0,1,2,4.615120517,4,0.0,30.0,,8,Full-Stack Development,Morocco
1,1,2,11.51293546,4,2.944438979,,45.0,50,Frontend Branding Development,United States
1,1,1,0.0,12,0.0,,75.0,50,Programming Languages & Web Development,Brazil
0,0,1,0.0,8,0.0,500.0,,35,E-commerce & WordPress Development,United States
1,0,2,0.0,12,0.0,,7.5,18,Shopify & E-commerce Marketing,United States
1,0,1,0.0,8,0.0,,12.5,13,Frontend & WordPress Development,United States
1,0,1,0.0,12,0.0,,55.0,35,DevOps & Cloud Platforms,United States
1,0,2,4.394449155,8,0.0,,35.0,35,Project Management & Skills,Kyrgyzstan
0,0,2,0.0,8,0.0,1000.0,,35,WordPress & Web Development,United Kingdom
0,1,0,6.908754779,8,2.197224577,200.0,,35,Backend Development,Iceland
1,1,1,11.28979441,12,4.691347882,,26.5,13,API & Data Engineering,United States
1,1,1,0.0,12,0.0,,80.0,50,Big Data & Business Analytics,United States
1,0,1,0.0,8,0.0,,32.5,35,E-commerce & Shopify Platforms,Australia
0,1,2,7.601402335,8,1.791759469,150.0,,3,Big Data & Business Analytics,United States
1,0,2,0.0,12,0.0,,20.0,35,WordPress & Web Development,United States
0,1,1,5.303304908,8,1.386294361,50.0,,35,Frontend & WordPress Development,United States
1,1,2,0.0,12,0.0,,45.0,8,Big Data & Business Analytics,India
1,0,0,0.0,12,0.0,,25.0,13,API & Data Engineering,Portugal
0,0,1,0.0,12,0.0,1000.0,,8,Android & Mobile App Development,United States
1,0,1,0.0,2,0.0,,60.0,13,Big Data & Business Analytics,United States
1,1,1,8.006700845,12,1.945910149,,25.0,50,Web & Branding Development,United States
1,0,1,0.0,8,0.0,,32.5,35,E-commerce & WordPress Development,United Kingdom
0,0,0,0.0,8,0.0,750.0,,35,Web & Branding Development,United States
0,0,1,0.0,4,0.0,100.0,,8,Frontend Branding Development,Ireland
0,1,2,11.51293546,8,3.784189634,100.0,,8,Android & Mobile App Development,United States
1,0,1,0.0,12,0.0,,25.0,18,Web & Branding Development,United States
1,1,1,0.0,4,0.0,,12.5,35,E-commerce & Shopify Platforms,United Kingdom
1,1,0,11.51293546,12,1.791759469,,75.0,50,Backend Development,United States
1,0,2,0.0,4,0.0,,22.0,13,E-commerce Marketing & Platforms,United States
0,1,0,6.908754779,4,3.871201011,20.0,,3,Full-Stack Development,United States
1,1,2,0.0,4,0.0,,55.0,35,Frontend Branding Development,United States
1,1,2,10.81979828,12,3.36729583,,22.5,50,Web & Branding Development,United States
0,1,1,8.987321813,8,4.290459441,200.0,,8,React & Frontend Development,Spain
0,1,2,0.0,12,0.0,1000.0,,13,WordPress & Web Development,United Kingdom
0,1,1,6.908754779,4,4.262679877,5.0,,35,Frontend & WordPress Development,Nigeria
0,0,2,0.0,4,0.0,500.0,,8,Big Data & Business Analytics,United States
1,1,1,7.601402335,8,0.693147181,,65.0,50,Graphic Design & Illustration,United States
1,1,1,6.552507887,4,1.098612289,,8.5,18,Frontend Branding Development,United States
0,1,2,9.105090961,4,6.320768294,5.0,,18,Frontend & WordPress Development,Nigeria
1,1,2,0.0,4,0.0,,12.5,50,WordPress & Web Development,United States
0,1,2,9.210440367,8,4.007333185,110.0,,8,Full-Stack Development,United Kingdom
0,0,1,0.0,8,0.0,10000.0,,35,Frontend & WordPress Development,United States
1,0,2,0.0,2,0.0,,32.5,50,Salesforce & CRM Development,Australia
1,1,1,5.707110265,12,0.0,,30.0,35,RESTful API Development,Australia
0,1,1,7.601402335,8,0.693147181,100.0,,8,Full-Stack Development,United States
1,0,1,0.0,8,0.0,,22.0,8,Web & Branding Development,United States
1,0,2,0.0,12,0.0,,35.0,8,E-commerce & Shopify Platforms,Lebanon
1,0,2,0.0,2,0.0,,45.0,50,Web & Branding Development,United States
1,1,2,0.0,4,0.0,,30.0,35,E-commerce & Shopify Platforms,United States
0,1,2,6.398594935,8,2.397895273,100.0,,35,Frontend & WordPress Development,United Kingdom
0,1,0,6.908754779,4,0.0,10.0,,8,Hybrid & Native App Development,United States
1,0,1,0.0,2,0.0,,12.5,3,RESTful API Development,Philippines
1,1,2,6.216606101,12,2.079441542,,32.5,35,Web & Branding Development,Canada
0,1,2,6.908754779,8,1.386294361,100.0,,8,E-commerce & WordPress Development,Argentina
0,1,1,10.59665973,8,3.610917913,100.0,,8,React & Frontend Development,Dominican Republic
0,1,1,0.0,4,0.0,500.0,,3,E-commerce & WordPress Development,United States
1,0,2,0.0,4,0.0,,25.0,13,SEO & Search Engine Marketing,United States
1,1,2,6.908754779,4,2.079441542,,30.0,18,RESTful API Development,Brazil
1,1,1,5.303304908,12,0.693147181,,12.0,35,Business Strategy & Development,United States
0,1,2,10.59665973,8,3.970291914,300.0,,35,Big Data & Business Analytics,United States
1,1,1,8.294299609,12,1.791759469,,30.0,13,Data Analysis & Visualization,United States
1,0,2,0.0,8,0.0,,20.0,35,Full-Stack Development,Spain
1,0,2,0.0,12,0.0,,15.0,18,Full-Stack Development,United States
0,1,2,9.210440367,12,0.693147181,1400.0,,8,Android & Mobile App Development,United States
1,1,2,11.51293546,12,2.995732274,,35.0,50,Android App Development,United States
0,1,1,11.51293546,12,3.555348061,2000.0,,13,API & Data Engineering,United States
1,1,2,7.601402335,4,5.828945618,,7.5,35,Testing & Automation,Pakistan
0,1,1,11.51293546,12,0.0,1000.0,,3,Hybrid & Native App Development,United States
1,1,2,9.210440367,12,3.610917913,,22.5,35,Mobile Game Development,United States
1,1,1,9.210440367,4,3.17805383,,52.5,35,E-commerce & WordPress Development,Canada
0,0,1,0.0,4,0.0,500.0,,8,Frontend & WordPress Development,Cyprus
1,0,0,0.0,12,0.0,,22.5,50,Frontend & WordPress Development,United States
1,1,2,6.216606101,12,1.098612289,,80.0,8,Mobile Game Development,United States
0,0,2,0.0,4,0.0,150.0,,3,E-commerce & Shopify Platforms,Mauritius
1,0,2,0.0,2,0.0,,20.0,13,Marketing Strategy & Campaigns,Canada
1,0,1,0.0,8,0.0,,25.0,50,Frontend Branding Development,Canada
1,1,2,11.51293546,12,3.091042453,,20.0,50,React & Frontend Development,Australia
1,1,2,11.51293546,12,2.995732274,,42.5,35,Backend Development,United States
1,1,2,0.0,2,0.0,,35.0,50,Android App Development,United States
0,0,2,0.0,12,0.0,2000.0,,50,E-commerce & WordPress Development,United States
1,1,1,8.294299609,12,2.772588722,,9.0,8,Sales & Marketing Strategy,United States
0,1,2,8.853808275,8,4.753590191,70.0,,13,Web Design & Development,United States
1,1,1,11.40757606,12,4.248495242,,32.5,50,Web Design & Development,United States
1,0,2,0.0,8,0.0,,30.0,50,Shopify & E-commerce Marketing,Australia
1,1,2,10.30898599,12,1.098612289,,27.5,35,Frontend Branding Development,Australia
1,1,2,6.803505258,12,0.693147181,,11.5,50,Android & Mobile App Development,Cote d'Ivoire
1,0,1,0.0,8,0.0,,19.0,13,Web & Branding Development,India
0,1,1,0.0,8,0.0,100.0,,35,API & Data Engineering,Georgia
1,1,2,0.0,12,0.0,,17.5,8,Big Data & Business Analytics,South Korea
0,1,2,11.51293546,12,4.644390899,10000.0,,18,Game Development,United States
1,1,1,5.707110265,12,0.693147181,,12.5,50,Algorithm & Backend Programming,United States
1,1,1,9.903537551,12,0.693147181,,22.5,35,Big Data & Business Analytics,United States
1,1,2,0.0,12,0.0,,30.0,18,Full-Stack Development,United States
1,1,0,9.210440367,12,2.564949357,,19.0,50,E-commerce & Shopify Platforms,United States
0,0,1,0.0,4,0.0,100.0,,3,Marketing Automation & CRM,Sweden
1,1,1,5.303304908,12,1.386294361,,20.0,50,Android App Development,United States
1,1,2,0.0,12,0.0,,25.0,13,Web & Branding Development,United States
1,1,0,0.0,12,0.0,,60.0,35,Android & Mobile App Development,United States
1,1,2,9.210440367,12,3.044522438,,17.5,35,Full-Stack Development,United States
0,1,1,6.216606101,8,2.079441542,100.0,,13,Full-Stack Development,United States
0,1,2,5.993961427,4,3.218875825,10.0,,3,Full-Stack Development,United Kingdom
1,0,0,0.0,8,0.0,,22.5,35,API & Data Engineering,South Africa
0,1,1,9.210440367,4,3.33220451,5.0,,8,React & Frontend Development,United States
1,1,2,8.517393171,12,2.995732274,,39.5,8,DevOps & Cloud Platforms,United States
0,1,2,9.105090961,4,3.761200116,20.0,,13,3D Design & Animation,United States
1,0,2,0.0,8,0.0,,6.5,8,Frontend Branding Development,United States
1,0,2,0.0,8,0.0,,42.5,35,Salesforce & CRM Development,United States
1,1,2,10.30898599,12,3.828641396,,9.0,35,Programming Languages & Web Development,Costa Rica
1,0,1,0.0,2,0.0,,22.5,18,WordPress & Web Development,United States
0,1,1,8.699681401,8,1.609437912,100.0,,35,Frontend & WordPress Development,United States
0,1,1,10.81979828,8,3.044522438,150.0,,8,E-commerce & Shopify Platforms,Austria
1,1,2,8.006700845,12,1.098612289,,32.5,13,WordPress & Web Development,India
1,0,1,0.0,4,0.0,,22.5,8,RESTful API Development,United States
1,1,2,8.006700845,4,2.079441542,,62.5,35,Web Design & Development,United States
1,1,2,9.210440367,12,2.890371758,,35.0,35,E-commerce Marketing & Platforms,United States
1,1,1,9.105090961,12,1.098612289,,20.0,50,React & Frontend Development,United States
0,1,2,0.0,12,0.0,1400.0,,50,E-commerce Marketing & Platforms,United States
1,1,2,4.394449155,12,1.945910149,,36.0,35,Frontend & WordPress Development,China
1,1,1,0.0,4,0.0,,22.0,35,WordPress & Web Development,United States
0,1,2,6.908754779,8,0.0,200.0,,35,Frontend Branding Development,United States
1,1,2,11.40757606,4,2.708050201,,70.0,3,Salesforce & CRM Development,Australia
1,1,2,9.210440367,4,1.098612289,,10.0,35,WordPress & Web Development,Canada
1,1,1,9.105090961,12,1.098612289,,20.0,35,DevOps & Cloud Platforms,United States
0,0,1,0.0,8,0.0,200.0,,3,Data Analysis & Visualization,United States
1,0,2,0.0,12,0.0,,22.5,13,Full-Stack Development,India
1,1,1,9.210440367,12,4.394449155,,4.5,3,Project Management & Skills,United Kingdom
0,1,2,5.303304908,8,0.0,200.0,,13,3D Design & Animation,United States
0,0,2,0.0,4,0.0,50.0,,8,WordPress & Web Development,United Kingdom
0,0,2,0.0,8,0.0,5000.0,,35,Full-Stack Development,Canada
0,1,2,6.803505258,12,1.386294361,1000.0,,50,E-commerce & Shopify Platforms,Canada
0,0,2,0.0,4,0.0,200.0,,3,Frontend & WordPress Development,United States
1,1,2,6.216606101,12,0.693147181,,36.0,50,Full-Stack Development,Ireland
1,1,2,0.0,12,0.0,,40.0,8,Influencer & Social Media Marketing,United States
0,0,2,0.0,4,0.0,150.0,,18,Shopify & E-commerce Marketing,Israel
1,1,2,6.908754779,4,2.079441542,,10.0,35,Blockchain & Smart Contracts,United Kingdom
1,1,0,7.601402335,12,2.48490665,,37.5,35,Full-Stack Development,New Zealand
0,1,0,6.803505258,4,3.33220451,20.0,,35,Web & Branding Development,United Kingdom
1,1,1,9.210440367,12,3.737669618,,24.5,50,Mobile Game Development,United States
0,1,1,7.601402335,8,2.397895273,100.0,,8,Algorithm & Backend Programming,Ukraine
1,1,2,7.601402335,4,2.944438979,,20.0,35,WordPress & Web Development,United Kingdom
1,0,1,0.0,2,0.0,,12.5,35,Full-Stack Development,Saudi Arabia
1,1,2,11.51293546,12,2.772588722,,52.5,50,DevOps & Cloud Platforms,United States
0,1,1,11.51293546,12,0.0,1000.0,,3,Hybrid & Native App Development,United States
0,0,1,0.0,4,0.0,10.0,,3,Big Data & Business Analytics,Egypt
1,1,2,3.433987204,12,0.693147181,,12.5,18,Programming Languages & Web Development,United States
0,0,1,0.0,8,0.0,500.0,,3,3D Modeling & Engineering,Malta
1,1,2,5.707110265,4,0.0,,22.0,35,Shopify & E-commerce Marketing,United States
1,1,1,0.0,12,0.0,,36.0,35,WordPress & Web Development,United States
0,1,2,6.908754779,8,1.791759469,500.0,,13,Full-Stack Development,United States
1,0,2,0.0,4,0.0,,45.0,35,React & Frontend Development,United States
0,1,2,6.908754779,12,1.098612289,1000.0,,50,Frontend & WordPress Development,United States
1,1,2,11.00211651,12,2.302585093,,22.5,35,Frontend & WordPress Development,United States
0,1,1,3.044522438,4,0.0,40.0,,35,Web & Branding Development,Italy
0,1,2,8.517393171,8,4.17438727,150.0,,8,Programming Languages & Web Development,Canada
0,1,2,6.803505258,8,1.386294361,100.0,,8,Full-Stack Development,United States
0,0,2,0.0,4,0.0,300.0,,3,Android & Mobile App Development,Germany
1,1,1,6.216606101,12,1.791759469,,35.0,18,DevOps & Cloud Platforms,United States
1,0,2,0.0,2,0.0,,37.5,35,Frontend & WordPress Development,United States
1,0,2,0.0,8,0.0,,62.5,8,Web & Branding Development,United States
0,1,2,5.303304908,8,2.397895273,75.0,,13,Frontend Branding Development,United States
0,1,2,5.707110265,8,1.945910149,70.0,,8,WordPress & Web Development,Trinidad and Tobago
0,1,0,9.210440367,8,2.197224577,4000.0,,35,Backend Development,United States
1,1,2,6.398594935,12,1.609437912,,17.5,18,Hybrid & Native App Development,United States
1,1,2,0.0,4,0.0,,45.0,35,Web & Branding Development,United States
1,0,2,0.0,8,0.0,,46.5,8,API Integration & Development,Canada
0,1,2,4.615120517,8,0.693147181,250.0,,50,Blockchain & Smart Contracts,Sweden
0,1,2,6.908754779,4,2.995732274,15.0,,8,Testing & Automation,United States
1,1,2,0.0,2,0.0,,45.0,50,Frontend & WordPress Development,United States
1,0,1,0.0,2,0.0,,27.5,8,DevOps & Cloud Platforms,United States
1,1,2,9.903537551,12,0.0,,25.5,18,Business Strategy & Development,United States
0,0,1,0.0,4,0.0,500.0,,35,Algorithm & Backend Programming,India
1,1,2,0.0,4,0.0,,33.5,50,Web & Branding Development,United States
0,0,2,0.0,4,0.0,100.0,,3,Shopify & E-commerce Marketing,Philippines
1,1,2,0.0,4,0.0,,22.5,3,Social Media Marketing,United Kingdom
1,1,2,10.30898599,12,2.079441542,,26.0,50,WordPress & Web Development,United States
1,1,2,6.908754779,4,1.609437912,,72.5,35,Frontend & WordPress Development,United States
1,1,2,4.394449155,12,2.63905733,,107.5,13,DevOps & Cloud Platforms,United States
0,1,1,5.303304908,8,0.0,99.0,,8,Full-Stack Development,United States
1,0,1,0.0,8,0.0,,55.0,50,Android & Mobile App Development,United States
1,0,2,0.0,8,0.0,,26.0,35,Algorithm & Backend Programming,Italy
1,1,2,5.303304908,4,1.098612289,,30.0,18,Shopify & E-commerce Marketing,United States
1,1,1,10.59665973,12,1.791759469,,20.0,13,Android & Mobile App Development,United States
0,1,1,8.294299609,8,0.0,500.0,,13,Testing & Automation,Canada
1,0,2,0.0,8,0.0,,75.0,35,DevOps & Cloud Platforms,United States
1,1,2,10.81979828,4,4.060443011,,20.5,8,Full-Stack Development,United States
1,1,2,7.601402335,4,1.098612289,,182.5,18,Big Data & Business Analytics,United States
1,0,2,0.0,2,0.0,,22.5,3,Android & Mobile App Development,United States
1,0,2,0.0,8,0.0,,22.5,8,WordPress & Web Development,India
1,0,2,0.0,8,0.0,,25.0,8,WordPress & Web Development,United States
1,1,1,7.601402335,12,0.0,,37.5,8,Data Science & SQL Development,United States
1,1,2,0.0,12,0.0,,22.5,35,Android & Mobile App Development,United States
1,1,2,8.699681401,12,2.197224577,,22.5,50,RESTful API Development,United States
1,1,2,11.51293546,12,4.605170186,,25.0,3,Frontend Branding Development,United States
1,1,2,6.908754779,4,0.0,,35.0,18,Big Data & Business Analytics,Israel
1,0,2,0.0,8,0.0,,20.0,35,3D Modeling & Engineering,United States
1,1,2,9.210440367,8,3.583518938,,27.5,3,Full-Stack Development,Ukraine
1,1,0,9.210440367,16,2.079441542,,22.5,3,E-commerce & Shopify Platforms,Canada
1,0,2,0.0,12,0.0,,25.5,3,API & Data Engineering,United States
0,0,1,0.0,12,0.0,500.0,,3,Android & Mobile App Development,United States
1,1,1,4.394449155,8,4.727387819,,30.0,3,AI & Mobile App Development,Germany
0,1,2,8.006700845,12,3.465735903,50.0,,3,Full-Stack Development,United States
1,0,1,0.0,8,0.0,,15.0,3,Frontend Branding Development,United Kingdom
1,0,2,0.0,12,0.0,,40.0,3,React & Frontend Development,United States
1,1,2,9.210440367,16,3.433987204,,17.5,3,Frontend & WordPress Development,United States
1,1,2,9.210440367,8,3.36729583,,50.0,3,DevOps & Cloud Platforms,United States
1,1,1,4.615120517,16,0.693147181,,14.0,13,WordPress & Web Development,Canada
0,1,2,0.0,12,0.0,220.0,,3,Frontend & WordPress Development,Australia
1,0,2,0.0,16,0.0,,52.5,3,Android & Mobile App Development,United States
0,1,2,6.216606101,12,2.197224577,300.0,,3,Salesforce & CRM Development,Pakistan
0,0,1,0.0,12,0.0,85.0,,3,Business Strategy & Development,United Kingdom
0,1,2,11.51293546,12,4.927253685,100.0,,3,Digital & Social Media Marketing,Hong Kong
1,1,0,11.00211651,16,3.761200116,,10.0,13,React & Frontend Development,United States
1,1,2,6.908754779,16,0.693147181,,102.5,3,E-commerce Marketing & Platforms,United States
0,1,2,6.216606101,8,1.386294361,25.0,,3,DevOps & Cloud Platforms,Saudi Arabia
0,1,1,9.210440367,16,0.0,3000.0,,8,E-commerce & WordPress Development,United States
1,1,1,11.51293546,16,1.098612289,,22.5,8,Hybrid & Native App Development,Israel
1,1,2,8.699681401,8,1.386294361,,101.5,8,Web & Branding Development,United States
1,1,2,11.51293546,16,5.293304825,,22.5,3,Data Analysis & Visualization,United Kingdom
0,0,1,0.0,12,0.0,7500.0,,8,React & Frontend Development,Malta
0,1,2,9.210440367,8,4.304065093,20.0,,3,Frontend & WordPress Development,Hong Kong
1,1,2,9.105090961,16,2.995732274,,37.0,18,RESTful API Development,United States
0,0,2,0.0,12,0.0,7500.0,,13,React & Frontend Development,Malta
1,1,2,9.105090961,16,2.995732274,,37.0,35,Full-Stack Development,United States
0,1,2,11.51293546,16,4.262679877,1000.0,,8,DevOps & Cloud Platforms,United States
0,0,2,0.0,8,0.0,85.0,,8,Project Management & Skills,United Kingdom
0,1,2,8.294299609,12,2.890371758,200.0,,3,Hybrid & Native App Development,India
1,1,2,3.433987204,8,0.0,,22.5,8,E-commerce & Shopify Platforms,Guatemala
1,1,1,0.0,12,0.0,,4.0,3,Android & Mobile App Development,Australia
1,0,2,0.0,8,0.0,,15.0,3,React & Frontend Development,United Kingdom
0,0,1,0.0,8,0.0,400.0,,18,Hybrid & Native App Development,United States
1,1,1,0.0,16,0.0,,32.5,8,E-commerce & Shopify Platforms,United States
1,1,1,5.993961427,16,2.079441542,,17.0,8,Frontend & WordPress Development,United States
0,1,1,6.552507887,8,2.995732274,5.0,,3,Content Marketing & Strategy,United States
0,1,2,3.713572067,8,1.098612289,15.0,,3,API Integration & Development,Germany
0,1,1,4.615120517,12,1.098612289,400.0,,3,Full-Stack Development,India
1,0,2,0.0,12,0.0,,57.5,8,Algorithm & Backend Programming,Qatar
0,1,2,3.044522438,8,0.0,45.0,,3,Project Management & Skills,United Kingdom
1,1,1,11.51293546,8,2.944438979,,30.0,8,Android Development,United States
1,0,2,0.0,4,0.0,,22.5,8,Android App Development,Germany
0,1,2,6.685860947,16,1.386294361,2000.0,,18,E-commerce Marketing & Platforms,Australia
1,1,1,8.006700845,16,3.258096538,,7.5,8,WordPress & Web Development,United Kingdom
0,0,1,0.0,12,0.0,200.0,,3,Web Design & Development,United States
0,0,2,0.0,12,0.0,300.0,,3,Backend Development,United States
1,1,2,3.931825633,16,0.0,,30.0,8,Shopify & E-commerce Marketing,United States
1,0,1,0.0,12,0.0,,32.5,8,Game Development,Slovenia
1,0,1,0.0,4,0.0,,19.0,3,Salesforce & CRM Development,Australia
1,0,2,0.0,12,0.0,,20.0,3,Android & Mobile App Development,Pakistan
1,0,2,0.0,8,0.0,,10.0,3,Frontend Branding Development,United States
0,1,0,0.0,8,0.0,250.0,,3,Data Analysis & Visualization,Romania
0,1,2,5.707110265,12,1.386294361,100.0,,3,Data Science & SQL Development,United Kingdom
1,1,1,0.0,12,0.0,,22.5,8,Web & Branding Development,Iceland
0,1,2,8.699681401,12,2.772588722,250.0,,35,Web & Branding Development,United States
1,0,2,0.0,12,0.0,,22.5,13,Web & Branding Development,United States
1,1,2,4.394449155,8,0.0,,32.5,3,E-commerce Marketing & Platforms,Pakistan
1,1,2,6.908754779,16,1.945910149,,5.5,3,Marketing Automation & CRM,United Kingdom
0,1,1,0.0,8,0.0,100.0,,8,Web & Branding Development,Pakistan
1,0,0,0.0,12,0.0,,22.5,3,Programming Languages & Web Development,Vietnam
1,0,2,0.0,4,0.0,,79.5,3,Big Data & Business Analytics,United States
1,0,1,0.0,12,0.0,,22.5,18,Business Strategy & Development,Saudi Arabia
1,1,2,11.40757606,8,4.736198448,,15.5,35,React & Frontend Development,United States
0,0,2,0.0,8,0.0,200.0,,8,React & Frontend Development,United States
1,0,2,0.0,12,0.0,,22.5,3,WordPress & Web Development,Ukraine
1,1,2,5.993961427,8,2.564949357,,3.0,3,Hybrid & Native App Development,United States
1,1,1,9.105090961,16,0.693147181,,37.0,50,React & Frontend Development,United States
0,1,1,1.791759469,16,0.0,600.0,,35,Full-Stack Development,United States
0,1,1,9.210440367,12,0.0,250.0,,13,WordPress & Web Development,Australia
1,1,2,4.615120517,16,0.0,,27.5,35,RESTful API Development,France
0,0,0,0.0,12,0.0,300.0,,3,AI & Mobile App Development,United States
