Payment_type_Hourly,Payment_Situation_Payment verified,EX_level_demand,Spent,Connects,Feedback_Num,Job_Cost,Hourly_Rate,Applicants_Num,Category,Client_Country
1,1,1,4.615120517,12,1.098612289,,75,50,3D Design & Animation,United States
1,0,0,0,2,0,,22.5,18,3D Modeling & Engineering,United States
1,0,1,0,8,0,,50,35,3D Design & Animation,Australia
1,0,2,0,8,0,,32.5,35,3D Design & Animation,United States
1,0,2,0,8,0,,9,3,3D Design & Animation,United States
1,0,1,0,2,0,,64,18,3D Design & Animation,United States
1,0,1,0,12,0,,35,18,Graphic Design & Branding,Kuwait
1,1,2,6.216606101,4,0,,25.5,8,3D Design & Animation,Australia
1,0,2,0,2,0,,17.5,13,3D Design & Animation,United States
1,1,2,3.931825633,4,0.693147181,,16.5,13,3D Design & Animation,United States
1,0,2,0,2,0,,10.5,13,3D Modeling & Engineering,United States
1,1,1,0,12,0,,70,50,Game Development,United States
1,1,2,8.853808275,4,1.098612289,,37.5,3,3D Design & Animation,United States
1,1,1,10.59665973,8,1.609437912,,35,35,3D Design & Animation,United States
1,1,1,8.699681401,4,2.890371758,,22.5,13,3D Design & Animation,United States
1,1,2,0,12,0,,20,18,3D Design & Animation,United States
1,0,1,0,8,0,,32.5,35,3D Design & Animation,Germany
1,0,2,0,2,0,,40,8,3D Design & Animation,United States
1,0,1,0,4,0,,69.5,13,3D Design & Animation,United States
1,0,2,0,2,0,,30,35,3D Design & Animation,United States
1,1,1,5.303304908,4,0,,10.5,35,3D Design & Animation,United States
1,1,2,8.006700845,4,1.386294361,,15,35,3D Design & Animation,United States
1,1,1,7.601402335,4,0.693147181,,55,35,3D Design & Animation,United States
1,1,1,8.853808275,12,2.079441542,,25,35,3D Design & Animation,United States
1,1,2,5.707110265,12,0.693147181,,30,3,3D Modeling & Engineering,United States
1,1,0,0,2,0,,37.5,8,Graphic Design & Illustration,United States
1,1,1,11.51293546,4,5.616771098,,32.5,35,3D Design & Animation,United States
1,1,1,3.931825633,4,0.693147181,,32.5,3,3D Design & Animation,United States
1,1,1,9.210440367,12,1.945910149,,11,3,3D Design & Animation,United States
1,0,1,0,8,0,,62.5,8,3D Design & Animation,Italy
1,1,1,10.59665973,12,2.48490665,,37.5,50,Game Development,Norway
1,0,2,0,8,0,,25.5,8,3D Modeling & Engineering,Germany
1,0,0,0,2,0,,17.5,3,3D Design & Animation,United States
1,1,2,8.294299609,4,2.302585093,,25.5,35,Graphic Design & Illustration,United States
1,1,1,9.903537551,4,3.17805383,,42.5,8,3D Design & Animation,United States
1,1,1,0,4,0,,15,35,3D Design & Animation,United States
1,1,1,0,4,0,,27.5,35,3D Design & Animation,United States
1,1,2,11.51293546,12,4.060443011,,20,35,3D Design & Animation,United States
1,0,2,0,2,0,,27.5,35,3D Design & Animation,Canada
1,1,1,7.601402335,12,2.944438979,,32.5,8,Graphic Design & Illustration,Canada
1,1,1,0,4,0,,25,13,3D Design & Animation,Canada
1,0,0,0,8,0,,18.5,13,3D Design & Animation,United States
1,0,1,0,12,0,,37.5,13,3D Modeling & Engineering,Canada
1,1,1,9.903537551,4,1.386294361,,14,50,Big Data & Business Analytics,United States
1,1,1,6.398594935,4,2.302585093,,22.5,35,3D Modeling & Engineering,United States
1,1,2,9.210440367,4,1.098612289,,20,35,3D Design & Animation,United States
1,1,1,11.51293546,12,2.302585093,,62,50,3D Modeling & Engineering,United States
1,1,2,0,4,0,,36.5,50,3D Modeling & Engineering,United States
1,0,0,0,8,0,,22.5,3,3D Modeling & Engineering,Canada
1,0,2,0,2,0,,20,18,Graphic Design & Illustration,United States
1,0,1,0,2,0,,36.5,35,3D Design & Animation,United States
1,0,2,0,12,0,,22.5,35,3D Design & Animation,Canada
1,0,2,0,2,0,,90,35,3D Design & Animation,United States
1,1,1,9.903537551,4,2.397895273,,38.5,35,3D Design & Animation,United States
1,0,1,0,2,0,,25,8,3D Design & Animation,United States
1,1,2,11.00211651,4,3.761200116,,22.5,18,3D Design & Animation,Canada
1,1,0,0,4,0,,17.5,50,3D Design & Animation,United States
1,1,2,0,12,0,,22.5,18,3D Design & Animation,United States
1,1,2,4.615120517,4,1.098612289,,35,8,3D Design & Animation,United States
1,0,2,0,2,0,,62.5,35,3D Modeling & Engineering,United States
1,1,1,0,12,0,,32.5,8,3D Design & Animation,United Kingdom
1,1,2,6.908754779,12,2.63905733,,42.5,8,3D Design & Animation,Austria
1,0,2,0,4,0,,22.5,35,3D Design & Animation,Canada
1,1,1,8.006700845,12,1.609437912,,27.5,50,3D Design & Animation,Spain
1,0,1,0,8,0,,10,35,3D Design & Animation,India
1,1,1,8.294299609,12,3.36729583,,55,8,Game Development,Ukraine
1,1,2,8.294299609,12,0,,28.5,50,Data Science & SQL Development,Germany
1,1,2,6.398594935,12,1.098612289,,40,18,3D Design & Animation,United States
1,0,2,0,2,0,,28,50,3D Modeling & Engineering,United States
1,1,2,6.908754779,8,1.386294361,,27,35,3D Design & Animation,United Kingdom
1,1,1,4.394449155,12,1.386294361,,20,18,3D Modeling & Engineering,Pakistan
1,0,2,0,2,0,,37.5,50,3D Modeling & Engineering,United States
1,1,1,8.006700845,12,2.079441542,,51.5,35,3D Modeling & Engineering,India
1,1,1,11.40757606,12,1.945910149,,20,18,3D Design & Animation,United States
1,0,2,0,8,0,,20,18,3D Design & Animation,Pakistan
1,1,2,9.210440367,12,0,,27.5,35,3D Design & Animation,United States
1,1,2,6.908754779,4,0.693147181,,35,35,3D Design & Animation,Netherlands
1,0,2,0,2,0,,22.5,3,3D Design & Animation,Saudi Arabia
1,1,1,8.006700845,4,2.772588722,,20,50,3D Design & Animation,United Kingdom
1,1,1,0,12,0,,80,18,3D Modeling & Engineering,Japan
1,1,1,4.394449155,12,0,,70,18,Web Design & Development,Japan
1,1,2,10.59665973,4,6.450470422,,12.5,3,Influencer & Social Media Marketing,Singapore
1,1,1,8.294299609,12,3.36729583,,55,3,3D Design & Animation,Ukraine
1,0,2,0,8,0,,21.5,35,3D Modeling & Engineering,United Kingdom
1,1,1,7.601402335,4,2.302585093,,15,35,3D Modeling & Engineering,Australia
1,1,1,4.615120517,12,0,,40,35,3D Design & Animation,Australia
1,1,2,7.601402335,12,0,,7,35,Graphic Design & Illustration,Australia
1,0,1,0,2,0,,30,13,3D Design & Animation,India
1,1,1,9.903537551,12,3.091042453,,62.5,50,3D Design & Animation,Australia
1,0,1,0,2,0,,9.5,35,3D Design & Animation,India
1,1,1,0,8,0,,40,50,3D Design & Animation,United States
1,0,2,0,2,0,,22.5,8,3D Design & Animation,India
1,0,2,0,2,0,,21.5,35,3D Design & Animation,United States
1,1,2,0,4,0,,22.5,35,Big Data & Business Analytics,United States
1,1,2,0,4,0,,30.5,35,3D Design & Animation,United States
1,0,2,0,8,0,,40,8,3D Design & Animation,United States
1,0,0,0,8,0,,15,35,3D Design & Animation,United States
1,1,2,10.81979828,12,2.708050201,,55,18,3D Design & Animation,Australia
1,1,1,4.615120517,12,0,,37.5,18,Project Management & Skills,United States
1,1,2,7.601402335,12,0,,10,35,3D Design & Animation,United Kingdom
1,0,2,0,2,0,,21.5,35,3D Modeling & Engineering,United States
1,1,2,0,8,0,,25,3,3D Design & Animation,Australia
1,1,2,10.81979828,12,4.248495242,,16.5,13,Graphic Design & Illustration,Switzerland
1,0,2,0,8,0,,25,35,3D Design & Animation,Australia
1,1,1,9.903537551,4,2.302585093,,17.5,3,3D Design & Animation,United States
1,1,2,5.303304908,4,0.693147181,,27.5,35,3D Design & Animation,Canada
1,0,2,0,12,0,,26.5,8,3D Modeling & Engineering,New Zealand
1,0,0,0,12,0,,17.5,35,Big Data & Business Analytics,Bangladesh
1,1,1,7.601402335,4,2.197224577,,15,3,3D Design & Animation,Australia
1,0,2,0,8,0,,40,3,3D Design & Animation,United States
1,1,2,6.908754779,4,2.079441542,,7.5,18,3D Design & Animation,India
1,1,1,8.517393171,12,3.496507561,,22.5,50,3D Design & Animation,Canada
1,0,1,0,8,0,,25,35,Mobile Game Development,Brazil
1,0,0,0,2,0,,32.5,8,3D Design & Animation,United States
1,0,2,0,2,0,,40,13,Graphic Design & Illustration,United States
1,1,2,11.00211651,12,5.111987788,,7.5,35,3D Design & Animation,Netherlands
1,1,2,8.853808275,4,1.791759469,,21.5,50,3D Design & Animation,United States
1,1,2,5.993961427,4,1.098612289,,25.5,18,Web Design & Development,United States
1,1,2,11.51293546,12,2.397895273,,9,35,3D Modeling & Engineering,United States
1,0,2,0,12,0,,45,13,3D Design & Animation,United States
1,1,2,11.51293546,12,4.369447852,,16.5,35,3D Design & Animation,United States
1,1,1,6.398594935,12,2.302585093,,36.5,50,3D Modeling & Engineering,United States
1,1,2,8.294299609,4,2.890371758,,27.5,50,3D Design & Animation,Canada
1,1,2,11.15626481,12,3.850147602,,20,18,Big Data & Business Analytics,United States
1,0,2,0,8,0,,25.5,35,3D Design & Animation,United States
1,0,2,0,8,0,,29,18,3D Design & Animation,United States
1,1,2,11.51293546,4,1.791759469,,32.5,35,3D Design & Animation,United States
1,0,2,0,2,0,,18.5,35,3D Design & Animation,United States
1,1,1,9.210440367,4,2.995732274,,32.5,35,3D Design & Animation,United States
1,1,2,5.707110265,4,1.098612289,,50,35,3D Design & Animation,United States
1,1,2,9.210440367,12,3.526360525,,30,35,3D Design & Animation,Canada
1,1,0,4.394449155,8,0,,67.5,13,3D Design & Animation,United States
1,0,2,0,2,0,,110,3,3D Modeling & Engineering,United States
1,0,2,0,8,0,,62.5,13,Graphic Design & Illustration,United States
1,1,2,8.987321813,4,2.63905733,,50,18,3D Modeling & Engineering,United States
1,1,1,11.51293546,12,3.912023005,,67.5,50,Game Development,United States
1,0,2,0,8,0,,25.5,35,3D Modeling & Engineering,Canada
1,1,1,0,4,0,,47.5,35,3D Design & Animation,Netherlands
1,0,2,0,2,0,,27.5,35,3D Design & Animation,Canada
1,1,2,8.699681401,12,0,,12.5,35,3D Design & Animation,France
1,1,1,6.398594935,4,1.098612289,,200,3,3D Design & Animation,United States
1,1,2,6.908754779,4,0.693147181,,82.5,35,Graphic Design & Illustration,United States
1,0,2,0,2,0,,50,35,Graphic Design & Illustration,United States
1,1,2,5.707110265,4,1.098612289,,30,3,3D Modeling & Engineering,Hungary
1,0,2,0,8,0,,50,35,3D Design & Animation,United Kingdom
1,1,1,9.105090961,4,3.17805383,,51.5,35,3D Design & Animation,Kuwait
1,1,2,8.294299609,12,1.945910149,,25.5,35,3D Design & Animation,United States
1,0,2,0,8,0,,45,8,3D Modeling & Engineering,United States
1,0,2,0,2,0,,30,35,Game Development,Saudi Arabia
1,1,1,9.903537551,12,2.302585093,,7.5,35,3D Design & Animation,United States
1,1,0,5.993961427,4,0.693147181,,19,8,3D Modeling & Engineering,India
1,1,0,9.903537551,4,1.945910149,,10,35,3D Design & Animation,Spain
1,1,2,6.216606101,4,1.098612289,,42.5,3,3D Design & Animation,United States
1,1,2,10.59665973,4,6.450470422,,37.5,8,3D Design & Animation,Singapore
1,1,2,0,4,0,,27.5,35,3D Design & Animation,Netherlands
1,1,1,11.51293546,12,4.248495242,,32.5,50,3D Design & Animation,United States
1,0,2,0,4,0,,12.5,8,Graphic Design & Illustration,United States
1,1,1,10.30898599,12,3.295836866,,37.5,35,3D Modeling & Engineering,Canada
1,0,2,0,8,0,,24,18,3D Design & Animation,India
1,1,2,9.105090961,4,2.890371758,,49,18,3D Design & Animation,United States
1,0,2,0,12,0,,36.5,35,3D Design & Animation,Estonia
1,1,2,4.394449155,12,3.258096538,,10.5,35,3D Design & Animation,Spain
1,1,2,0,12,0,,25,35,Graphic Design & Illustration,United States
1,1,2,7.601402335,4,2.302585093,,22.5,50,3D Design & Animation,France
1,0,2,0,8,0,,35,35,Graphic Design & Illustration,Ukraine
1,1,2,4.394449155,4,0,,27.5,50,3D Design & Animation,Lithuania
1,0,1,0,8,0,,32.5,35,3D Design & Animation,United Arab Emirates
1,0,1,0,8,0,,12.5,3,Hybrid & Native App Development,India
1,1,1,6.216606101,12,0,,30,8,3D Design & Animation,Portugal
1,0,2,0,8,0,,20,8,Graphic Design & Illustration,Morocco
1,1,1,0,8,0,,57.5,35,3D Design & Animation,United States
1,0,2,0,8,0,,20,35,Game Development,Croatia
1,1,2,5.707110265,4,1.098612289,,21.5,8,3D Design & Animation,Austria
1,1,2,0,12,0,,35,8,3D Design & Animation,Sri Lanka
1,0,2,0,2,0,,25.5,35,3D Design & Animation,Australia
1,1,2,11.40757606,12,1.609437912,,20,50,3D Modeling & Engineering,United States
1,0,1,0,8,0,,32.5,35,3D Design & Animation,Australia
1,1,1,11.51293546,12,5.010635294,,21.5,18,Data Science & SQL Development,Israel
1,0,2,0,2,0,,40,8,3D Design & Animation,United States
1,1,2,6.216606101,12,0.693147181,,18.5,35,3D Design & Animation,Yemen
1,1,1,5.303304908,12,0,,42.5,35,3D Design & Animation,Sweden
1,1,2,7.601402335,4,2.63905733,,25,13,3D Design & Animation,France
1,1,2,9.210440367,12,2.397895273,,55,18,Big Data & Business Analytics,United States
1,0,2,0,8,0,,28.5,35,3D Design & Animation,Switzerland
1,1,2,10.59665973,4,6.450470422,,37.5,18,3D Design & Animation,Singapore
1,1,2,9.210440367,4,1.945910149,,17.5,50,3D Design & Animation,Australia
1,0,0,0,2,0,,23,50,3D Design & Animation,Australia
1,1,2,9.210440367,12,2.197224577,,15,8,3D Design & Animation,United States
1,1,2,0,12,0,,40,3,3D Design & Animation,Bulgaria
1,1,2,8.006700845,4,1.791759469,,25.5,13,3D Modeling & Engineering,South Korea
1,1,1,11.51293546,4,4.86753445,,30,18,Web Design & Development,United States
1,0,2,0,2,0,,21.5,13,3D Design & Animation,United States
1,0,0,0,8,0,,15,13,3D Design & Animation,Latvia
1,0,1,0,8,0,,51.5,18,3D Design & Animation,United States
1,1,1,4.394449155,12,0,,17.5,18,3D Design & Animation,Australia
1,1,2,6.908754779,12,1.791759469,,22.5,13,Mobile Game Development,United States
1,0,1,0,2,0,,62.5,8,3D Design & Animation,Australia
1,1,1,7.601402335,4,2.63905733,,32.5,35,3D Design & Animation,Kuwait
1,1,2,6.216606101,2,1.791759469,,32.5,50,3D Design & Animation,United States
1,0,1,0,8,0,,25,8,Graphic Design & Illustration,Australia
1,0,2,0,4,0,,18,18,3D Design & Animation,Singapore
1,0,2,0,8,0,,22.5,13,3D Design & Animation,United States
1,1,2,9.210440367,12,3.36729583,,17.5,35,3D Design & Animation,United States
1,1,2,0,12,0,,17.5,35,3D Design & Animation,Canada
1,1,2,6.908754779,12,1.098612289,,15,50,3D Design & Animation,New Zealand
1,1,1,2.397895273,12,0.693147181,,45,35,Project Management & Skills,Australia
1,0,2,0,4,0,,22.5,35,3D Design & Animation,United States
1,0,2,0,2,0,,115,8,3D Design & Animation,United States
1,1,1,9.210440367,4,1.386294361,,51.5,50,3D Design & Animation,United States
1,0,2,0,2,0,,40,35,Graphic Design & Illustration,United States
1,0,2,0,8,0,,37.5,8,3D Design & Animation,United States
1,0,2,0,2,0,,25.5,35,3D Design & Animation,United Kingdom
1,1,2,2.397895273,4,0.693147181,,17,35,3D Modeling & Engineering,Canada
1,1,2,11.51293546,12,3.80666249,,32.5,35,3D Design & Animation,United States
1,0,2,0,2,0,,22.5,35,3D Modeling & Engineering,Grenada
1,1,2,9.210440367,4,1.386294361,,21.5,50,3D Design & Animation,United States
1,1,2,9.105090961,4,1.098612289,,52.5,35,3D Modeling & Engineering,United Kingdom
1,0,2,0,2,0,,22.5,8,3D Design & Animation,United States
1,1,2,6.398594935,4,0,,27.5,35,Graphic Design & Illustration,Australia
1,1,2,8.006700845,4,1.945910149,,37.5,35,3D Design & Animation,United States
1,1,1,8.517393171,4,2.63905733,,20,18,3D Design & Animation,United States
1,0,2,4.394449155,12,0,,9,8,3D Design & Animation,United States
1,0,2,0,8,0,,16,8,Game Development,United States
1,1,2,4.110873864,4,0.693147181,,17.5,35,3D Modeling & Engineering,United States
1,0,2,0,2,0,,25.5,13,3D Design & Animation,Germany
1,0,0,0,4,0,,17.5,13,3D Design & Animation,United States
1,1,1,0,4,0,,25,35,3D Design & Animation,United States
1,0,2,0,2,0,,15,35,3D Modeling & Engineering,Pakistan
1,0,2,0,2,0,,22.5,13,3D Design & Animation,South Africa
1,0,2,0,2,0,,21.5,35,3D Design & Animation,Ireland
1,0,2,0,2,0,,40,13,Graphic Design & Illustration,United States
1,0,1,0,2,0,,29.5,8,3D Design & Animation,India
1,1,1,0,12,0,,20,8,Machine Learning & AI Development,United States
1,1,2,0,2,0,,23.5,8,3D Design & Animation,Bangladesh
1,0,2,0,8,0,,20.5,13,3D Design & Animation,Jordan
1,1,1,11.51293546,12,5.38907173,,51.5,18,3D Design & Animation,Germany
1,0,2,0,2,0,,31.5,8,3D Design & Animation,United Kingdom
1,0,2,0,2,0,,40,13,3D Modeling & Engineering,United States
1,1,2,0,2,0,,30.5,18,3D Design & Animation,Canada
1,1,2,9.903537551,4,4.955827058,,19.5,35,3D Design & Animation,Ireland
1,1,1,0,4,0,,42.5,35,3D Modeling & Engineering,South Africa
1,1,1,6.803505258,12,0,,50,35,3D Design & Animation,United States
1,0,1,0,12,0,,75,13,Game Development,United States
1,1,1,11.51293546,12,0,,13.5,8,3D Design & Animation,United Kingdom
1,0,2,0,12,0,,16,18,Graphic Design & Illustration,United States
1,0,2,0,8,0,,25.5,35,3D Design & Animation,Italy
1,0,0,0,8,0,,17.5,35,3D Design & Animation,Saudi Arabia
1,1,2,9.105090961,12,1.386294361,,17.5,50,3D Design & Animation,France
1,0,0,0,2,0,,20,35,3D Design & Animation,Germany
1,1,1,7.601402335,12,1.791759469,,42.5,8,3D Design & Animation,Germany
1,1,1,0,12,0,,75,8,3D Design & Animation,United States
1,1,1,0,8,0,,75,8,3D Design & Animation,United States
1,1,1,8.517393171,12,1.791759469,,27.5,50,3D Modeling & Engineering,Israel
1,1,2,9.903537551,12,2.995732274,,25,35,3D Design & Animation,United States
1,0,0,0,12,0,,15,3,Business Strategy & Development,Pakistan
1,0,0,0,8,0,,19,3,Marketing Strategy & Campaigns,Pakistan
1,1,2,9.210440367,12,2.48490665,,20,8,3D Modeling & Engineering,Canada
1,1,2,9.210440367,12,1.098612289,,32.5,8,3D Modeling & Engineering,United States
1,1,1,8.006700845,12,2.197224577,,30,50,3D Design & Animation,Germany
1,0,1,0,2,0,,35,35,3D Design & Animation,Malaysia
1,1,2,10.30898599,4,0,,27.5,8,3D Design & Animation,Hong Kong
1,0,2,0,8,0,,53.25,35,Business Strategy & Development,United States
1,1,1,4.615120517,4,0.693147181,,70,35,3D Design & Animation,United States
1,1,2,3.931825633,12,0.693147181,,47.5,3,Big Data & Business Analytics,United States
1,1,2,0,8,0,,10.5,35,3D Design & Animation,Indonesia
1,0,1,0,8,0,,32.5,8,3D Design & Animation,Venezuela
1,0,2,0,2,0,,15,8,3D Design & Animation,United States
1,1,1,10.59665973,4,2.63905733,,27.5,18,Graphic Design & Illustration,United Arab Emirates
1,1,1,11.51293546,2,4.143134726,,35,50,3D Design & Animation,Canada
1,1,1,9.210440367,4,1.791759469,,27.5,8,Game Development,Australia
1,0,1,0,2,0,,22.5,35,Graphic Design & Illustration,United States
1,1,1,10.59665973,12,4.430816799,,15,8,3D Design & Animation,United States
1,1,2,6.552507887,12,1.386294361,,25,18,3D Design & Animation,United States
1,1,2,6.552507887,12,1.386294361,,25,35,3D Design & Animation,United States
1,0,0,0,4,0,,50,18,3D Design & Animation,United States
1,1,1,8.006700845,12,1.098612289,,42.5,13,3D Design & Animation,United Kingdom
1,1,2,7.601402335,4,1.791759469,,22.5,35,3D Design & Animation,United States
1,0,2,0,2,0,,14,35,3D Design & Animation,United States
1,1,1,11.00211651,12,2.397895273,,45,35,3D Design & Animation,United States
1,1,1,10.81979828,4,2.302585093,,37,35,3D Design & Animation,United States
1,0,2,0,8,0,,25,3,3D Design & Animation,United States
1,0,0,0,2,0,,22.5,35,3D Design & Animation,France
1,1,1,6.908754779,4,1.609437912,,30,13,3D Design & Animation,United States
1,0,2,0,8,0,,40,8,Graphic Design & Illustration,United States
1,1,1,4.615120517,12,1.098612289,,25,13,Graphic Design & Illustration,Italy
1,0,1,0,8,0,,45,18,Graphic Design & Illustration,Canada
1,0,0,0,2,0,,37.5,8,3D Design & Animation,United States
1,1,1,9.210440367,12,1.791759469,,38.5,35,3D Design & Animation,United States
1,0,2,0,4,0,,25,8,3D Design & Animation,United States
1,0,2,0,2,0,,22.5,13,3D Design & Animation,United States
1,1,2,5.303304908,4,0,,9,35,3D Design & Animation,Netherlands
1,0,2,0,12,0,,65,13,3D Design & Animation,United States
1,0,2,0,8,0,,49,3,3D Design & Animation,United States
1,1,2,4.394449155,4,4.442651256,,20,13,Programming Languages & Web Development,United States
1,1,1,4.615120517,4,0.693147181,,36,35,Android & Mobile App Development,India
1,1,2,8.294299609,4,0.693147181,,15,8,3D Design & Animation,Belgium
1,1,2,11.00211651,12,2.397895273,,11.5,35,3D Design & Animation,United States
1,1,1,7.601402335,12,1.386294361,,59,35,Graphic Design & Illustration,United Kingdom
1,1,1,9.210440367,12,4.430816799,,50,35,3D Modeling & Engineering,Israel
1,1,1,0,12,0,,80,35,3D Design & Animation,France
1,1,1,8.987321813,12,3.091042453,,27.5,35,3D Design & Animation,Lebanon
1,0,0,0,2,0,,7,13,3D Design & Animation,United Kingdom
1,1,1,0,8,0,,40,35,3D Design & Animation,United States
1,1,2,8.006700845,12,2.63905733,,30,35,Project Management & Skills,Greece
1,0,2,0,8,0,,22.5,18,3D Modeling & Engineering,India
1,0,2,0,12,0,,40,8,Full-Stack Development,United States
1,0,2,0,4,0,,40,18,3D Design & Animation,United States
1,1,1,7.601402335,4,0,,42.5,50,Graphic Design & Illustration,United States
1,1,2,7.601402335,4,2.397895273,,25.5,35,3D Design & Animation,United States
1,1,2,5.707110265,12,1.386294361,,22.5,3,3D Design & Animation,Canada
1,1,2,0,12,0,,21.5,8,3D Design & Animation,United Arab Emirates
1,1,1,8.699681401,12,2.079441542,,61,3,3D Design & Animation,United States
1,0,1,0,2,0,,90.75,3,3D Design & Animation,United States
1,0,2,0,12,0,,37.5,8,3D Design & Animation,United States
1,1,1,9.210440367,12,0,,7.5,18,3D Design & Animation,United States
1,0,2,0,8,0,,50,13,3D Design & Animation,Australia
1,1,1,5.303304908,4,0,,75,13,3D Modeling & Engineering,United States
1,0,2,0,8,0,,28,3,3D Design & Animation,United States
1,1,1,0,8,0,,32.5,35,3D Modeling & Engineering,United States
1,1,1,8.006700845,12,1.386294361,,30,35,Mobile Game Development,United States
1,0,1,0,2,0,,15,8,Graphic Design & Illustration,Tunisia
1,1,2,5.707110265,4,0.693147181,,20,35,3D Design & Animation,United States
1,1,2,10.81979828,12,2.564949357,,20,13,3D Design & Animation,United States
1,0,2,0,2,0,,30,35,3D Design & Animation,United States
1,0,0,0,2,0,,17.5,35,3D Modeling & Engineering,Canada
1,1,2,0,12,0,,15,35,3D Design & Animation,United States
1,0,2,0,2,0,,45,13,3D Design & Animation,United States
1,0,1,0,4,0,,35,35,3D Design & Animation,United States
1,1,2,0,2,0,,22.5,13,3D Modeling & Engineering,United States
1,1,1,4.615120517,12,1.386294361,,27.5,35,3D Modeling & Engineering,Hungary
1,0,2,0,8,0,,27.5,13,3D Design & Animation,Poland
1,1,2,9.210440367,12,3.850147602,,15,13,Graphic Design & Illustration,United States
1,1,1,8.699681401,12,3.63758616,,35,13,Game Development,United States
1,0,2,0,2,0,,17.5,8,3D Design & Animation,United States
1,1,2,9.210440367,4,3.583518938,,50,13,3D Design & Animation,United States
1,0,2,0,2,0,,22.5,35,Graphic Design & Illustration,United States
1,1,2,11.51293546,12,5.393627546,,12.5,3,Algorithm & Backend Programming,United States
1,0,0,0,12,0,,4.5,3,3D Design & Animation,India
1,0,2,0,2,0,,21.5,35,Big Data & Business Analytics,India
1,1,1,8.294299609,4,2.48490665,,47.5,50,Graphic Design & Illustration,United States
1,0,0,0,8,0,,4,8,3D Design & Animation,India
1,0,2,0,2,0,,40,35,3D Design & Animation,United States
1,0,2,0,8,0,,27,8,3D Modeling & Engineering,United States
1,1,1,11.51293546,12,0,,13.5,13,3D Design & Animation,United Kingdom
1,1,1,0,12,0,,30,35,Mobile Game Development,Egypt
1,1,2,4.615120517,4,0.693147181,,25,3,Big Data & Business Analytics,United States
1,1,2,6.216606101,4,0.693147181,,32.5,50,3D Design & Animation,United States
1,0,1,0,2,0,,32.5,13,Graphic Design & Illustration,India
1,1,1,11.51293546,8,4.859812404,,42.5,18,Graphic Design & Illustration,United States
1,1,2,10.81979828,4,4.356708827,,32.5,50,3D Design & Animation,United States
1,0,2,0,8,0,,20,35,3D Design & Animation,United States
1,1,1,7.601402335,12,2.302585093,,55,3,3D Design & Animation,United States
1,1,2,7.601402335,12,0.693147181,,36.5,13,3D Design & Animation,United States
1,1,2,5.993961427,12,0,,30,18,Web Design & Development,Sweden
1,1,1,9.903537551,12,1.791759469,,30,3,Machine Learning & AI Development,United States
1,1,1,4.615120517,12,1.098612289,,12.5,35,3D Design & Animation,United States
1,0,1,0,2,0,,22.5,3,3D Design & Animation,United Arab Emirates
1,0,2,0,8,0,,22.5,18,3D Design & Animation,Denmark
1,1,1,9.903537551,4,1.386294361,,51.5,50,3D Design & Animation,United Kingdom
1,0,1,0,8,0,,51.5,3,Big Data & Business Analytics,South Africa
1,0,0,0,2,0,,18.5,50,Graphic Design & Illustration,Greece
1,0,1,4.394449155,8,0,,200,8,3D Design & Animation,United States
1,0,1,0,8,0,,37.5,8,3D Modeling & Engineering,Germany
1,1,0,0,12,0,,10,13,3D Design & Animation,Netherlands
1,0,1,0,8,0,,27.5,13,Graphic Design & Branding,Uganda
1,0,1,0,2,0,,30,35,3D Design & Animation,Qatar
1,1,2,10.59665973,4,6.450470422,,20,13,Project Management & Skills,Singapore
1,1,1,6.685860947,12,0.693147181,,27.5,50,3D Design & Animation,Taiwan
1,0,2,0,2,0,,25.5,8,3D Design & Animation,Zimbabwe
1,0,1,0,12,0,,54,35,3D Design & Animation,United Kingdom
1,1,0,5.707110265,4,1.098612289,,12.5,50,3D Design & Animation,France
1,1,0,7.601402335,12,2.397895273,,14,3,3D Design & Animation,United States
1,0,2,0,8,0,,25,8,3D Design & Animation,Germany
1,0,2,0,2,0,,21.5,18,3D Modeling & Engineering,Australia
1,0,2,0,8,0,,22.5,13,Game Development,United States
1,1,1,3.044522438,12,0.693147181,,30,35,Graphic Design & Illustration,Finland
1,1,1,11.51293546,12,4.158883083,,30,35,3D Design & Animation,Switzerland
1,0,2,0,8,0,,6.5,13,3D Modeling & Engineering,Norway
1,0,0,0,2,0,,17.5,35,3D Design & Animation,United States
1,1,1,5.993961427,12,0,,8,50,3D Design & Animation,Pakistan
1,1,0,0,12,0,,17.5,8,3D Design & Animation,Ghana
1,1,1,0,12,0,,22.5,35,Web Design & Development,United States
1,1,1,8.853808275,12,2.48490665,,20,35,3D Design & Animation,Australia
1,1,1,4.394449155,12,3.401197382,,35,3,3D Design & Animation,United Kingdom
1,0,2,0,2,0,,20,13,3D Modeling & Engineering,United Arab Emirates
1,1,1,10.59665973,12,3.931825633,,51.5,13,Graphic Design & Illustration,United States
1,0,0,0,8,0,,17.5,13,Frontend & WordPress Development,India
1,0,2,0,2,0,,4.5,35,3D Modeling & Engineering,India
1,0,1,0,8,0,,50,35,3D Design & Animation,Taiwan
1,1,2,5.303304908,12,0,,17,35,3D Design & Animation,United States
1,1,2,4.615120517,12,0.693147181,,35,8,3D Modeling & Engineering,United States
1,0,2,0,2,0,,100,35,Big Data & Business Analytics,United States
1,1,1,7.601402335,12,2.772588722,,37.5,13,Graphic Design & Illustration,Australia
1,0,2,0,2,0,,45,35,3D Design & Animation,United States
